,Player,Pos,Tm,Season
0,Quincy Acy,PF,SAC,2016
1,Jordan Adams,SG,MEM,2016
2,Steven Adams,C,OKC,2016
3,Arron Afflalo,SG,NYK,2016
4,Alexis Ajinca,C,NOP,2016
5,Cole Aldrich,C,LAC,2016
6,LaMarcus Aldridge,PF,SAS,2016
7,Cliff Alexander,PF,POR,2016
8,Lavoy Allen,PF,IND,2016
9,Tony Allen,SG,MEM,2016
10,Al-Farouq Aminu,SF,POR,2016
11,Lou Amundson,PF,NYK,2016
12,Chris Andersen,C,MIA,2016
13,Chris Andersen,C,MEM,2016
14,Alan Anderson,SG,WAS,2016
15,James Anderson,SG,SAC,2016
16,Justin Anderson,SF,DAL,2016
17,Kyle Anderson,SF,SAS,2016
18,Ryan Anderson,PF,NOP,2016
19,Giannis Antetokounmpo,PG,MIL,2016
20,Thanasis Antetokounmpo,SF,NYK,2016
21,Carmelo Anthony,SF,NYK,2016
22,Joel Anthony,C,DET,2016
23,Keith Appling,PG,ORL,2016
24,Trevor Ariza,SF,HOU,2016
25,Darrell Arthur,PF,DEN,2016
26,Omer Asik,C,NOP,2016
27,D.J. Augustin,PG,OKC,2016
28,D.J. Augustin,PG,DEN,2016
29,Jeff Ayres,C,LAC,2016
30,Luke Babbitt,SF,NOP,2016
31,Cameron Bairstow,C,CHI,2016
32,Leandro Barbosa,SG,GSW,2016
33,J.J. Barea,PG,DAL,2016
34,Andrea Bargnani,C,BRK,2016
35,Harrison Barnes,SF,GSW,2016
36,Matt Barnes,SF,MEM,2016
37,Will Barton,SG,DEN,2016
38,Brandon Bass,PF,LAL,2016
39,Nicolas Batum,SF,CHO,2016
40,Jerryd Bayless,SG,MIL,2016
41,Aron Baynes,C,DET,2016
42,Kent Bazemore,SF,ATL,2016
43,Bradley Beal,SG,WAS,2016
44,Michael Beasley,PF,HOU,2016
45,Marco Belinelli,SG,SAC,2016
46,Anthony Bennett,PF,TOR,2016
47,Patrick Beverley,PG,HOU,2016
48,Bismack Biyombo,C,TOR,2016
49,Nemanja Bjelica,PF,MIN,2016
50,Tarik Black,C,LAL,2016
51,DeJuan Blair,C,WAS,2016
52,Steve Blake,PG,DET,2016
53,Eric Bledsoe,PG,PHO,2016
54,Bojan Bogdanovic,SF,BRK,2016
55,Andrew Bogut,C,GSW,2016
56,Matt Bonner,C,SAS,2016
57,Devin Booker,SG,PHO,2016
58,Trevor Booker,PF,UTA,2016
59,Chris Bosh,PF,MIA,2016
60,Avery Bradley,SG,BOS,2016
61,Elton Brand,C,PHI,2016
62,Corey Brewer,SF,HOU,2016
63,Aaron Brooks,PG,CHI,2016
64,Anthony Brown,SF,LAL,2016
65,Lorenzo Brown,PG,PHO,2016
66,Markel Brown,SG,BRK,2016
67,Kobe Bryant,SF,LAL,2016
68,Chase Budinger,SF,IND,2016
69,Chase Budinger,SF,PHO,2016
70,Reggie Bullock,SF,DET,2016
71,Trey Burke,PG,UTA,2016
72,Alec Burks,SG,UTA,2016
73,Caron Butler,SF,SAC,2016
74,Jimmy Butler,SG,CHI,2016
75,Rasual Butler,SF,SAS,2016
76,Bruno Caboclo,SF,TOR,2016
77,Jose Calderon,PG,NYK,2016
78,Kentavious Caldwell-Pope,SG,DET,2016
79,Isaiah Canaan,SG,PHI,2016
80,Clint Capela,C,HOU,2016
81,DeMarre Carroll,SF,TOR,2016
82,Vince Carter,SG,MEM,2016
83,Michael Carter-Williams,PG,MIL,2016
84,Omri Casspi,PF,SAC,2016
85,Willie Cauley-Stein,C,SAC,2016
86,Mario Chalmers,PG,MIA,2016
87,Mario Chalmers,PG,MEM,2016
88,Tyson Chandler,C,PHO,2016
89,Rakeem Christmas,PF,IND,2016
90,Ian Clark,SG,GSW,2016
91,Coty Clarke,SF,BOS,2016
92,Jordan Clarkson,SG,LAL,2016
93,Norris Cole,PG,NOP,2016
94,Darren Collison,PG,SAC,2016
95,Nick Collison,PF,OKC,2016
96,Mike Conley,PG,MEM,2016
97,Pat Connaughton,SG,POR,2016
98,Chris Copeland,PF,MIL,2016
99,Bryce Cotton,PG,PHO,2016
100,Bryce Cotton,PG,MEM,2016
101,DeMarcus Cousins,C,SAC,2016
102,Robert Covington,SF,PHI,2016
103,Allen Crabbe,SG,POR,2016
104,Jamal Crawford,SG,LAC,2016
105,Jae Crowder,SF,BOS,2016
106,Dante Cunningham,SF,NOP,2016
107,Jared Cunningham,SG,CLE,2016
108,Jared Cunningham,SG,MIL,2016
109,Seth Curry,PG,SAC,2016
110,Stephen Curry,PG,GSW,2016
111,Troy Daniels,SG,CHO,2016
112,Anthony Davis,C,NOP,2016
113,Ed Davis,PF,POR,2016
114,Branden Dawson,PF,LAC,2016
115,Dewayne Dedmon,C,ORL,2016
116,Bryce Dejean-Jones,SG,NOP,2016
117,Sam Dekker,PF,HOU,2016
118,Matthew Dellavedova,PG,CLE,2016
119,Luol Deng,PF,MIA,2016
120,DeMar DeRozan,SG,TOR,2016
121,Boris Diaw,PF,SAS,2016
122,Gorgui Dieng,C,MIN,2016
123,Spencer Dinwiddie,PG,DET,2016
124,Toney Douglas,PG,NOP,2016
125,Goran Dragic,PG,MIA,2016
126,Andre Drummond,C,DET,2016
127,Jared Dudley,PF,WAS,2016
128,Duje Dukan,SF,SAC,2016
129,Tim Duncan,C,SAS,2016
130,Mike Dunleavy,SF,CHI,2016
131,Kevin Durant,SF,OKC,2016
132,Cleanthony Early,SF,NYK,2016
133,Jarell Eddie,SF,WAS,2016
134,Wayne Ellington,SG,BRK,2016
135,Monta Ellis,SG,IND,2016
136,James Ennis III,SF,MIA,2016
137,James Ennis III,SF,MEM,2016
138,James Ennis III,SF,NOP,2016
139,Tyler Ennis,PG,MIL,2016
140,Jeremy Evans,SF,DAL,2016
141,Tyreke Evans,SG,NOP,2016
142,Festus Ezeli,C,GSW,2016
143,Kenneth Faried,PF,DEN,2016
144,Jordan Farmar,PG,MEM,2016
145,Derrick Favors,PF,UTA,2016
146,Cristiano Felicio,C,CHI,2016
147,Raymond Felton,PG,DAL,2016
148,Evan Fournier,SF,ORL,2016
149,Randy Foye,SG,DEN,2016
150,Randy Foye,SG,OKC,2016
151,Tim Frazier,PG,POR,2016
152,Tim Frazier,PG,NOP,2016
153,Jimmer Fredette,SG,NOP,2016
154,Jimmer Fredette,SG,NYK,2016
155,Enes Freedom,C,OKC,2016
156,Channing Frye,PF,ORL,2016
157,Channing Frye,C,CLE,2016
158,Danilo Gallinari,SF,DEN,2016
159,Langston Galloway,PG,NYK,2016
160,Kevin Garnett,PF,MIN,2016
161,Marc Gasol,C,MEM,2016
162,Pau Gasol,C,CHI,2016
163,Rudy Gay,SF,SAC,2016
164,Alonzo Gee,SF,NOP,2016
165,Paul George,SF,IND,2016
166,Taj Gibson,PF,CHI,2016
167,Manu Ginobili,SG,SAS,2016
168,Rudy Gobert,C,UTA,2016
169,Drew Gooden,PF,WAS,2016
170,Archie Goodwin,PG,PHO,2016
171,Aaron Gordon,PF,ORL,2016
172,Eric Gordon,SG,NOP,2016
173,Marcin Gortat,C,WAS,2016
174,Andrew Goudelock,PG,HOU,2016
175,Jerami Grant,PF,PHI,2016
176,Jerian Grant,PG,NYK,2016
177,Danny Green,SG,SAS,2016
178,Draymond Green,PF,GSW,2016
179,Erick Green,PG,DEN,2016
180,Erick Green,PG,UTA,2016
181,Gerald Green,SG,MIA,2016
182,JaMychal Green,PF,MEM,2016
183,Jeff Green,SF,MEM,2016
184,Jeff Green,SF,LAC,2016
185,Blake Griffin,PF,LAC,2016
186,Jorge Gutierrez,PG,CHO,2016
187,P.J. Hairston,SF,CHO,2016
188,P.J. Hairston,SF,MEM,2016
189,Jordan Hamilton,SF,NOP,2016
190,Tyler Hansbrough,PF,CHO,2016
191,Tim Hardaway Jr.,SG,ATL,2016
192,James Harden,SG,HOU,2016
193,Maurice Harkless,SF,POR,2016
194,Justin Harper,PF,DET,2016
195,Montrezl Harrell,PF,HOU,2016
196,Devin Harris,PG,DAL,2016
197,Gary Harris,SG,DEN,2016
198,Joe Harris,SG,CLE,2016
199,Tobias Harris,PF,ORL,2016
200,Tobias Harris,PF,DET,2016
201,Aaron Harrison,SG,CHO,2016
202,Udonis Haslem,PF,MIA,2016
203,Spencer Hawes,PF,CHO,2016
204,Chuck Hayes,C,HOU,2016
205,Gordon Hayward,SF,UTA,2016
206,Gerald Henderson,SG,POR,2016
207,John Henson,C,MIL,2016
208,Mario Hezonja,SF,ORL,2016
209,Roy Hibbert,C,LAL,2016
210,J.J. Hickson,C,DEN,2016
211,J.J. Hickson,C,WAS,2016
212,Nene,PF,WAS,2016
213,George Hill,PG,IND,2016
214,Jordan Hill,C,IND,2016
215,Solomon Hill,SF,IND,2016
216,Darrun Hilliard,SG,DET,2016
217,Kirk Hinrich,PG,CHI,2016
218,Kirk Hinrich,PG,ATL,2016
219,Jrue Holiday,PG,NOP,2016
220,Justin Holiday,SG,ATL,2016
221,Justin Holiday,SG,CHI,2016
222,Ryan Hollins,C,WAS,2016
223,Ryan Hollins,C,MEM,2016
224,Rondae Hollis-Jefferson,SF,BRK,2016
225,Richaun Holmes,PF,PHI,2016
226,Rodney Hood,SG,UTA,2016
227,Al Horford,C,ATL,2016
228,Dwight Howard,C,HOU,2016
229,Marcelo Huertas,PG,LAL,2016
230,Josh Huestis,PF,OKC,2016
231,Kris Humphries,PF,WAS,2016
232,Kris Humphries,PF,PHO,2016
233,Kris Humphries,PF,ATL,2016
234,R.J. Hunter,SG,BOS,2016
235,Serge Ibaka,PF,OKC,2016
236,Andre Iguodala,SF,GSW,2016
237,Ersan Ilyasova,PF,DET,2016
238,Ersan Ilyasova,PF,ORL,2016
239,Joe Ingles,SF,UTA,2016
240,Damien Inglis,SF,MIL,2016
241,Kyrie Irving,PG,CLE,2016
242,Jarrett Jack,PG,BRK,2016
243,Reggie Jackson,PG,DET,2016
244,LeBron James,SF,CLE,2016
245,Al Jefferson,C,CHO,2016
246,Cory Jefferson,PF,PHO,2016
247,Richard Jefferson,SF,CLE,2016
248,John Jenkins,SG,DAL,2016
249,John Jenkins,SG,PHO,2016
250,Brandon Jennings,PG,DET,2016
251,Brandon Jennings,PG,ORL,2016
252,Jonas Jerebko,PF,BOS,2016
253,Amir Johnson,PF,BOS,2016
254,Chris Johnson,SF,UTA,2016
255,James Johnson,PF,TOR,2016
256,Joe Johnson,SF,BRK,2016
257,Joe Johnson,SF,MIA,2016
258,Orlando Johnson,SG,PHO,2016
259,Orlando Johnson,SG,NOP,2016
260,Stanley Johnson,SF,DET,2016
261,Tyler Johnson,SG,MIA,2016
262,Wesley Johnson,SF,LAC,2016
263,Nikola Jokic,C,DEN,2016
264,Dahntay Jones,SF,CLE,2016
265,James Jones,SF,CLE,2016
266,Terrence Jones,PF,HOU,2016
267,Tyus Jones,PG,MIN,2016
268,DeAndre Jordan,C,LAC,2016
269,Cory Joseph,SG,TOR,2016
270,Chris Kaman,C,POR,2016
271,Frank Kaminsky,C,CHO,2016
272,Sergey Karasev,SF,BRK,2016
273,Sasha Kaun,C,CLE,2016
274,Ryan Kelly,PF,LAL,2016
275,Michael Kidd-Gilchrist,SF,CHO,2016
276,Sean Kilpatrick,SG,DEN,2016
277,Sean Kilpatrick,SG,BRK,2016
278,Brandon Knight,SG,PHO,2016
279,Kyle Korver,SG,ATL,2016
280,Kosta Koufos,C,SAC,2016
281,Jeremy Lamb,SG,CHO,2016
282,Carl Landry,PF,PHI,2016
283,Shane Larkin,PG,BRK,2016
284,Joffrey Lauvergne,C,DEN,2016
285,Zach LaVine,SG,MIN,2016
286,Ty Lawson,PG,HOU,2016
287,Ty Lawson,PG,IND,2016
288,Courtney Lee,SG,MEM,2016
289,Courtney Lee,SG,CHO,2016
290,David Lee,PF,BOS,2016
291,David Lee,PF,DAL,2016
292,Alex Len,C,PHO,2016
293,Kawhi Leonard,SF,SAS,2016
294,Meyers Leonard,PF,POR,2016
295,Jon Leuer,PF,PHO,2016
296,Damian Lillard,PG,POR,2016
297,Jeremy Lin,SG,CHO,2016
298,Shaun Livingston,PG,GSW,2016
299,Kevon Looney,PF,GSW,2016
300,Brook Lopez,C,BRK,2016
301,Robin Lopez,C,NYK,2016
302,Kevin Love,PF,CLE,2016
303,Kyle Lowry,PG,TOR,2016
304,Trey Lyles,PF,UTA,2016
305,Shelvin Mack,PG,ATL,2016
306,Shelvin Mack,PG,UTA,2016
307,Ian Mahinmi,C,IND,2016
308,Devyn Marble,SG,ORL,2016
309,Boban Marjanovic,C,SAS,2016
310,Kendall Marshall,PG,PHI,2016
311,Jarell Martin,PF,MEM,2016
312,Kevin Martin,SG,MIN,2016
313,Kevin Martin,SG,SAS,2016
314,Wesley Matthews,SF,DAL,2016
315,O.J. Mayo,SG,MIL,2016
316,Luc Mbah a Moute,PF,LAC,2016
317,James Michael McAdoo,PF,GSW,2016
318,Ray McCallum,PG,SAS,2016
319,Ray McCallum,PG,MEM,2016
320,CJ McCollum,SG,POR,2016
321,T.J. McConnell,PG,PHI,2016
322,Chris McCullough,PF,BRK,2016
323,K.J. McDaniels,SF,HOU,2016
324,Doug McDermott,SF,CHI,2016
325,Mitch McGary,PF,OKC,2016
326,JaVale McGee,C,DAL,2016
327,Ben McLemore,SG,SAC,2016
328,Jordan McRae,PG,PHO,2016
329,Jordan McRae,PG,CLE,2016
330,Josh McRoberts,PF,MIA,2016
331,Jodie Meeks,SG,DET,2016
332,Salah Mejri,C,DAL,2016
333,Jordan Mickey,PF,BOS,2016
334,Khris Middleton,SG,MIL,2016
335,C.J. Miles,SF,IND,2016
336,Andre Miller,PG,MIN,2016
337,Andre Miller,PG,SAS,2016
338,Mike Miller,SF,DEN,2016
339,Patty Mills,PG,SAS,2016
340,Elijah Millsap,SG,UTA,2016
341,Paul Millsap,PF,ATL,2016
342,Nikola Mirotic,PF,CHI,2016
343,Nazr Mohammed,C,OKC,2016
344,Greg Monroe,C,MIL,2016
345,Luis Montero,SG,POR,2016
346,E'Twaun Moore,SG,CHI,2016
347,Eric Moreland,PF,SAC,2016
348,Marcus Morris,SF,DET,2016
349,Markieff Morris,PF,PHO,2016
350,Markieff Morris,PF,WAS,2016
351,Anthony Morrow,SG,OKC,2016
352,Donatas Motiejunas,PF,HOU,2016
353,Timofey Mozgov,C,CLE,2016
354,Emmanuel Mudiay,PG,DEN,2016
355,Shabazz Muhammad,SF,MIN,2016
356,Xavier Munford,SG,MEM,2016
357,Mike Muscala,C,ATL,2016
358,Larry Nance Jr.,PF,LAL,2016
359,Shabazz Napier,PG,ORL,2016
360,Gary Neal,SG,WAS,2016
361,Jameer Nelson,PG,DEN,2016
362,Raul Neto,PG,UTA,2016
363,Andrew Nicholson,PF,ORL,2016
364,Joakim Noah,C,CHI,2016
365,Nerlens Noel,C,PHI,2016
366,Lucas Nogueira,C,TOR,2016
367,Steve Novak,PF,OKC,2016
368,Steve Novak,PF,MIL,2016
369,Dirk Nowitzki,PF,DAL,2016
370,Jusuf Nurkic,C,DEN,2016
371,J.J. O'Brien,SF,UTA,2016
372,Johnny O'Bryant,PF,MIL,2016
373,Kyle O'Quinn,PF,NYK,2016
374,Jahlil Okafor,C,PHI,2016
375,Victor Oladipo,SG,ORL,2016
376,Kelly Olynyk,C,BOS,2016
377,Kelly Oubre Jr.,SF,WAS,2016
378,Zaza Pachulia,C,DAL,2016
379,Kostas Papanikolaou,SF,DEN,2016
380,Jabari Parker,PF,MIL,2016
381,Tony Parker,PG,SAS,2016
382,Chandler Parsons,SF,DAL,2016
383,Lamar Patterson,SG,ATL,2016
384,Patrick Patterson,PF,TOR,2016
385,Chris Paul,PG,LAC,2016
386,Adreian Payne,PF,MIN,2016
387,Cameron Payne,PG,OKC,2016
388,Elfrid Payton,PG,ORL,2016
389,Nikola Pekovic,C,MIN,2016
390,Kendrick Perkins,C,NOP,2016
391,Paul Pierce,SF,LAC,2016
392,Tibor Pleiss,C,UTA,2016
393,Mason Plumlee,C,POR,2016
394,Miles Plumlee,C,MIL,2016
395,Otto Porter Jr.,SF,WAS,2016
396,Bobby Portis,PF,CHI,2016
397,Kristaps Porzingis,PF,NYK,2016
398,Dwight Powell,PF,DAL,2016
399,Norman Powell,SG,TOR,2016
400,Phil Pressey,PG,PHI,2016
401,Phil Pressey,PG,PHO,2016
402,Ronnie Price,PG,PHO,2016
403,Pablo Prigioni,PG,LAC,2016
404,Tayshaun Prince,SF,MIN,2016
405,Julius Randle,PF,LAL,2016
406,Zach Randolph,PF,MEM,2016
407,J.J. Redick,SG,LAC,2016
408,Willie Reed,C,BRK,2016
409,Josh Richardson,SG,MIA,2016
410,Austin Rivers,SG,LAC,2016
411,Andre Roberson,SG,OKC,2016
412,Brian Roberts,PG,CHO,2016
413,Brian Roberts,PG,POR,2016
414,Glenn Robinson III,SF,IND,2016
415,Nate Robinson,PG,NOP,2016
416,Thomas Robinson,PF,BRK,2016
417,Rajon Rondo,PG,SAC,2016
418,Derrick Rose,PG,CHI,2016
419,Terrence Ross,SF,TOR,2016
420,Terry Rozier,PG,BOS,2016
421,Ricky Rubio,PG,MIN,2016
422,Damjan Rudez,SF,MIN,2016
423,Brandon Rush,SG,GSW,2016
424,D'Angelo Russell,PG,LAL,2016
425,Robert Sacre,C,LAL,2016
426,JaKarr Sampson,SF,PHI,2016
427,JaKarr Sampson,SF,DEN,2016
428,Dennis Schroder,PG,ATL,2016
429,Luis Scola,PF,TOR,2016
430,Mike Scott,PF,ATL,2016
431,Thabo Sefolosha,SF,ATL,2016
432,Kevin Seraphin,C,NYK,2016
433,Ramon Sessions,PG,WAS,2016
434,Iman Shumpert,SG,CLE,2016
435,Jonathon Simmons,SG,SAS,2016
436,Henry Sims,C,BRK,2016
437,Kyle Singler,SF,OKC,2016
438,Donald Sloan,PG,BRK,2016
439,Marcus Smart,PG,BOS,2016
440,Greg Smith,PF,MIN,2016
441,Ish Smith,PG,NOP,2016
442,Ish Smith,PG,PHI,2016
443,J.R. Smith,SG,CLE,2016
444,Jason Smith,C,ORL,2016
445,Josh Smith,PF,LAC,2016
446,Josh Smith,PF,HOU,2016
447,Russ Smith,PG,MEM,2016
448,Tony Snell,SF,CHI,2016
449,Marreese Speights,C,GSW,2016
450,Tiago Splitter,C,ATL,2016
451,Nik Stauskas,SG,PHI,2016
452,Lance Stephenson,SF,LAC,2016
453,Lance Stephenson,SF,MEM,2016
454,Alex Stepheson,PF,LAC,2016
455,Alex Stepheson,PF,MEM,2016
456,Jarnell Stokes,C,MEM,2016
457,Jarnell Stokes,C,MIA,2016
458,Amar'e Stoudemire,C,MIA,2016
459,Rodney Stuckey,PG,IND,2016
460,Jared Sullinger,PF,BOS,2016
461,Edy Tavares,C,ATL,2016
462,Jeff Teague,PG,ATL,2016
463,Mirza Teletovic,PF,PHO,2016
464,Garrett Temple,SF,WAS,2016
465,Jason Terry,SG,HOU,2016
466,Isaiah Thomas,PG,BOS,2016
467,Lance Thomas,PF,NYK,2016
468,Hollis Thompson,SG,PHI,2016
469,Jason Thompson,C,GSW,2016
470,Jason Thompson,C,TOR,2016
471,Klay Thompson,SG,GSW,2016
472,Tristan Thompson,PF,CLE,2016
473,Marcus Thornton,SG,HOU,2016
474,Marcus Thornton,SG,WAS,2016
475,Anthony Tolliver,PF,DET,2016
476,Axel Toupane,SF,DEN,2016
477,Karl-Anthony Towns,C,MIN,2016
478,P.J. Tucker,SF,PHO,2016
479,Evan Turner,SG,BOS,2016
480,Myles Turner,C,IND,2016
481,Beno Udrih,PG,MEM,2016
482,Beno Udrih,PG,MIA,2016
483,Jonas Valanciunas,C,TOR,2016
484,Anderson Varejao,C,CLE,2016
485,Anderson Varejao,C,GSW,2016
486,Greivis Vasquez,PG,MIL,2016
487,Rashad Vaughn,SG,MIL,2016
488,Charlie Villanueva,PF,DAL,2016
489,Noah Vonleh,PF,POR,2016
490,Nikola Vucevic,C,ORL,2016
491,Sasha Vujacic,SG,NYK,2016
492,Dwyane Wade,SG,MIA,2016
493,Dion Waiters,SG,OKC,2016
494,Kemba Walker,PG,CHO,2016
495,John Wall,PG,WAS,2016
496,T.J. Warren,SF,PHO,2016
497,C.J. Watson,PG,ORL,2016
498,Briante Weber,PG,MEM,2016
499,Briante Weber,PG,MIA,2016
500,Sonny Weems,SG,PHO,2016
501,Sonny Weems,SF,PHI,2016
502,David West,PF,SAS,2016
503,Russell Westbrook,PG,OKC,2016
504,Hassan Whiteside,C,MIA,2016
505,Shayne Whittington,PF,IND,2016
506,Andrew Wiggins,SF,MIN,2016
507,C.J. Wilcox,SG,LAC,2016
508,Alan Williams,PF,PHO,2016
509,Deron Williams,PG,DAL,2016
510,Derrick Williams,SF,NYK,2016
511,Elliot Williams,PG,MEM,2016
512,Lou Williams,SG,LAL,2016
513,Marvin Williams,PF,CHO,2016
514,Mo Williams,PG,CLE,2016
515,Justise Winslow,SF,MIA,2016
516,Jeff Withey,C,UTA,2016
517,Christian Wood,PF,PHI,2016
518,Metta World Peace,SF,LAL,2016
519,Brandan Wright,PF,MEM,2016
520,Delon Wright,PG,TOR,2016
521,Tony Wroten,PG,PHI,2016
522,James Young,SG,BOS,2016
523,Joe Young,PG,IND,2016
524,Nick Young,SG,LAL,2016
525,Thaddeus Young,PF,BRK,2016
526,Cody Zeller,C,CHO,2016
527,Tyler Zeller,C,BOS,2016
528,aÅlex Abrines,SG,OKC,2017
529,Quincy Acy,PF,DAL,2017
530,Quincy Acy,PF,BRK,2017
531,Steven Adams,C,OKC,2017
532,Arron Afflalo,SG,SAC,2017
533,Alexis Ajinca,C,NOP,2017
534,Cole Aldrich,C,MIN,2017
535,LaMarcus Aldridge,PF,SAS,2017
536,Lavoy Allen,PF,IND,2017
537,Tony Allen,SG,MEM,2017
538,Al-Farouq Aminu,PF,POR,2017
539,Chris Andersen,C,CLE,2017
540,Alan Anderson,SF,LAC,2017
541,Justin Anderson,SF,DAL,2017
542,Justin Anderson,SF,PHI,2017
543,Kyle Anderson,SF,SAS,2017
544,Ryan Anderson,PF,HOU,2017
545,Giannis Antetokounmpo,SF,MIL,2017
546,Carmelo Anthony,SF,NYK,2017
547,Joel Anthony,C,SAS,2017
548,Trevor Ariza,SF,HOU,2017
549,Darrell Arthur,PF,DEN,2017
550,Omer Asik,C,NOP,2017
551,D.J. Augustin,PG,ORL,2017
552,Luke Babbitt,SF,MIA,2017
553,Ron Baker,SG,NYK,2017
554,Wade Baldwin,PG,MEM,2017
555,Leandro Barbosa,SG,PHO,2017
556,J.J. Barea,PG,DAL,2017
557,Harrison Barnes,PF,DAL,2017
558,Matt Barnes,SF,SAC,2017
559,Matt Barnes,SF,GSW,2017
560,Will Barton,SG,DEN,2017
561,Brandon Bass,PF,LAC,2017
562,Nicolas Batum,SG,CHO,2017
563,Jerryd Bayless,PG,PHI,2017
564,Aron Baynes,C,DET,2017
565,Kent Bazemore,SF,ATL,2017
566,Bradley Beal,SG,WAS,2017
567,Malik Beasley,SG,DEN,2017
568,Michael Beasley,PF,MIL,2017
569,Marco Belinelli,SG,CHO,2017
570,DeAndre' Bembry,SF,ATL,2017
571,Dragan Bender,PF,PHO,2017
572,Anthony Bennett,PF,BRK,2017
573,Ben Bentil,PF,DAL,2017
574,Davis Bertans,PF,SAS,2017
575,Patrick Beverley,SG,HOU,2017
576,Bismack Biyombo,C,ORL,2017
577,Nemanja Bjelica,PF,MIN,2017
578,Tarik Black,C,LAL,2017
579,Eric Bledsoe,PG,PHO,2017
580,Bojan Bogdanovic,SF,BRK,2017
581,Bojan Bogdanovic,SF,WAS,2017
582,Andrew Bogut,C,DAL,2017
583,Andrew Bogut,C,CLE,2017
584,Joel Bolomboy,PF,UTA,2017
585,Devin Booker,SG,PHO,2017
586,Trevor Booker,PF,BRK,2017
587,Avery Bradley,SG,BOS,2017
588,Corey Brewer,SF,HOU,2017
589,Corey Brewer,SF,LAL,2017
590,Malcolm Brogdon,SG,MIL,2017
591,Aaron Brooks,PG,IND,2017
592,Anthony Brown,SF,NOP,2017
593,Anthony Brown,SF,ORL,2017
594,Bobby Brown,PG,HOU,2017
595,Jaylen Brown,SF,BOS,2017
596,Nicolas Brussino,SG,DAL,2017
597,Reggie Bullock,SF,DET,2017
598,Trey Burke,PG,WAS,2017
599,Alec Burks,SG,UTA,2017
600,Jimmy Butler,SF,CHI,2017
601,Bruno Caboclo,SF,TOR,2017
602,Jose Calderon,PG,LAL,2017
603,Jose Calderon,PG,ATL,2017
604,Kentavious Caldwell-Pope,SG,DET,2017
605,Isaiah Canaan,SG,CHI,2017
606,Clint Capela,C,HOU,2017
607,DeMarre Carroll,SF,TOR,2017
608,Vince Carter,SF,MEM,2017
609,Michael Carter-Williams,PG,CHI,2017
610,Omri Casspi,PF,SAC,2017
611,Omri Casspi,PF,NOP,2017
612,Omri Casspi,PF,MIN,2017
613,Willie Cauley-Stein,C,SAC,2017
614,Tyson Chandler,C,PHO,2017
615,Wilson Chandler,SF,DEN,2017
616,Marquese Chriss,PF,PHO,2017
617,Rakeem Christmas,PF,IND,2017
618,Semaj Christon,PG,OKC,2017
619,Ian Clark,SG,GSW,2017
620,Jordan Clarkson,SG,LAL,2017
621,Norris Cole,PG,OKC,2017
622,Darren Collison,PG,SAC,2017
623,Nick Collison,PF,OKC,2017
624,Mike Conley,PG,MEM,2017
625,Pat Connaughton,SG,POR,2017
626,Quinn Cook,PG,DAL,2017
627,Quinn Cook,PG,NOP,2017
628,DeMarcus Cousins,C,SAC,2017
629,DeMarcus Cousins,C,NOP,2017
630,Robert Covington,SF,PHI,2017
631,Allen Crabbe,SG,POR,2017
632,Jamal Crawford,SG,LAC,2017
633,Jordan Crawford,SG,NOP,2017
634,Jae Crowder,SF,BOS,2017
635,Dante Cunningham,PF,NOP,2017
636,Seth Curry,PG,DAL,2017
637,Stephen Curry,PG,GSW,2017
638,Troy Daniels,SG,MEM,2017
639,Anthony Davis,C,NOP,2017
640,Deyonta Davis,C,MEM,2017
641,Ed Davis,PF,POR,2017
642,Dewayne Dedmon,C,SAS,2017
643,Sam Dekker,PF,HOU,2017
644,Malcolm Delaney,PG,ATL,2017
645,Matthew Dellavedova,PG,MIL,2017
646,Luol Deng,SF,LAL,2017
647,DeMar DeRozan,SG,TOR,2017
648,Cheick Diallo,PF,NOP,2017
649,Boris Diaw,PF,UTA,2017
650,Gorgui Dieng,PF,MIN,2017
651,Spencer Dinwiddie,PG,BRK,2017
652,Toney Douglas,PG,MEM,2017
653,Goran Dragic,PG,MIA,2017
654,Andre Drummond,C,DET,2017
655,Jared Dudley,PF,PHO,2017
656,Mike Dunleavy,SF,CLE,2017
657,Mike Dunleavy,SF,ATL,2017
658,Kris Dunn,PG,MIN,2017
659,Kevin Durant,PF,GSW,2017
660,Jarell Eddie,SF,PHO,2017
661,Henry Ellenson,PF,DET,2017
662,Wayne Ellington,SG,MIA,2017
663,Monta Ellis,SG,IND,2017
664,Joel Embiid,C,PHI,2017
665,James Ennis III,SF,MEM,2017
666,Tyler Ennis,PG,HOU,2017
667,Tyler Ennis,PG,LAL,2017
668,Tyreke Evans,SF,NOP,2017
669,Tyreke Evans,SF,SAC,2017
670,Dante Exum,PG,UTA,2017
671,Kenneth Faried,PF,DEN,2017
672,Jordan Farmar,PG,SAC,2017
673,Derrick Favors,PF,UTA,2017
674,Kay Felder,PG,CLE,2017
675,Cristiano Felicio,C,CHI,2017
676,Raymond Felton,PG,LAC,2017
677,Yogi Ferrell,PG,BRK,2017
678,Yogi Ferrell,PG,DAL,2017
679,Dorian Finney-Smith,PF,DAL,2017
680,Bryn Forbes,SG,SAS,2017
681,Evan Fournier,SG,ORL,2017
682,Randy Foye,SG,BRK,2017
683,Tim Frazier,PG,NOP,2017
684,Enes Freedom,C,OKC,2017
685,Channing Frye,C,CLE,2017
