,Player,Pos,Tm,Season
687,Quinn Cook,PG,NOP,2017
688,DeMarcus Cousins,C,TOT,2017
689,DeMarcus Cousins,C,SAC,2017
690,DeMarcus Cousins,C,NOP,2017
691,Robert Covington,SF,PHI,2017
692,Allen Crabbe,SG,POR,2017
693,Jamal Crawford,SG,LAC,2017
694,Jordan Crawford,SG,NOP,2017
695,Jae Crowder,SF,BOS,2017
696,Dante Cunningham,PF,NOP,2017
697,Seth Curry,PG,DAL,2017
698,Stephen Curry,PG,GSW,2017
699,Troy Daniels,SG,MEM,2017
700,Anthony Davis,C,NOP,2017
701,Deyonta Davis,C,MEM,2017
702,Ed Davis,PF,POR,2017
703,Dewayne Dedmon,C,SAS,2017
704,Sam Dekker,PF,HOU,2017
705,Malcolm Delaney,PG,ATL,2017
706,Matthew Dellavedova,PG,MIL,2017
707,Luol Deng,SF,LAL,2017
708,DeMar DeRozan,SG,TOR,2017
709,Cheick Diallo,PF,NOP,2017
710,Boris Diaw,PF,UTA,2017
711,Gorgui Dieng,PF,MIN,2017
712,Spencer Dinwiddie,PG,BRK,2017
713,Toney Douglas,PG,MEM,2017
714,Goran Dragić,PG,MIA,2017
715,Andre Drummond,C,DET,2017
716,Jared Dudley,PF,PHO,2017
717,Mike Dunleavy,SF,TOT,2017
718,Mike Dunleavy,SF,CLE,2017
719,Mike Dunleavy,SF,ATL,2017
720,Kris Dunn,PG,MIN,2017
721,Kevin Durant,PF,GSW,2017
722,Jarell Eddie,SF,PHO,2017
723,Henry Ellenson,PF,DET,2017
724,Wayne Ellington,SG,MIA,2017
725,Monta Ellis,SG,IND,2017
726,Joel Embiid,C,PHI,2017
727,James Ennis III,SF,MEM,2017
728,Tyler Ennis,PG,TOT,2017
729,Tyler Ennis,PG,HOU,2017
730,Tyler Ennis,PG,LAL,2017
731,Tyreke Evans,SF,TOT,2017
732,Tyreke Evans,SF,NOP,2017
733,Tyreke Evans,SF,SAC,2017
734,Dante Exum,PG,UTA,2017
735,Kenneth Faried,PF,DEN,2017
736,Jordan Farmar,PG,SAC,2017
737,Derrick Favors,PF,UTA,2017
738,Kay Felder,PG,CLE,2017
739,Cristiano Felício,C,CHI,2017
740,Raymond Felton,PG,LAC,2017
741,Yogi Ferrell,PG,TOT,2017
742,Yogi Ferrell,PG,BRK,2017
743,Yogi Ferrell,PG,DAL,2017
744,Dorian Finney-Smith,PF,DAL,2017
745,Bryn Forbes,SG,SAS,2017
746,Evan Fournier,SG,ORL,2017
747,Randy Foye,SG,BRK,2017
748,Tim Frazier,PG,NOP,2017
749,Enes Freedom,C,OKC,2017
750,Channing Frye,C,CLE,2017
751,Danilo Gallinari,SF,DEN,2017
752,Langston Galloway,PG,TOT,2017
753,Langston Galloway,PG,NOP,2017
754,Langston Galloway,PG,SAC,2017
755,Patricio Garino,SG,ORL,2017
756,Marc Gasol,C,MEM,2017
757,Pau Gasol*,C,SAS,2017
758,Rudy Gay,SF,SAC,2017
759,Michael Gbinije,SG,DET,2017
760,Alonzo Gee,SF,DEN,2017
761,Paul George,SF,IND,2017
762,Marcus Georges-Hunt,SG,ORL,2017
763,Jonathan Gibson,PG,DAL,2017
764,Taj Gibson,PF,TOT,2017
765,Taj Gibson,PF,CHI,2017
766,Taj Gibson,PF,OKC,2017
767,Manu Ginóbili*,SG,SAS,2017
768,Rudy Gobert,C,UTA,2017
769,Archie Goodwin,SG,TOT,2017
770,Archie Goodwin,SG,NOP,2017
771,Archie Goodwin,SG,BRK,2017
772,Aaron Gordon,SF,ORL,2017
773,Eric Gordon,SG,HOU,2017
774,Marcin Gortat,C,WAS,2017
775,Treveon Graham,SG,CHO,2017
776,Jerami Grant,PF,TOT,2017
777,Jerami Grant,PF,PHI,2017
778,Jerami Grant,PF,OKC,2017
779,Jerian Grant,PG,CHI,2017
780,Danny Green,SG,SAS,2017
781,Draymond Green,PF,GSW,2017
782,Gerald Green,SF,BOS,2017
783,JaMychal Green,PF,MEM,2017
784,Jeff Green,PF,ORL,2017
785,Blake Griffin,PF,LAC,2017
786,Justin Hamilton,C,BRK,2017
787,A.J. Hammons,C,DAL,2017
788,Tim Hardaway Jr.,SG,ATL,2017
789,James Harden,PG,HOU,2017
790,Maurice Harkless,SF,POR,2017
791,Justin Harper,PF,PHI,2017
792,Montrezl Harrell,C,HOU,2017
793,Devin Harris,PG,DAL,2017
794,Gary Harris,SG,DEN,2017
795,Joe Harris,SG,BRK,2017
796,Manny Harris,SG,DAL,2017
797,Tobias Harris,PF,DET,2017
798,Aaron Harrison,SG,CHO,2017
799,Andrew Harrison,PG,MEM,2017
800,Udonis Haslem,C,MIA,2017
801,Spencer Hawes,PF,TOT,2017
802,Spencer Hawes,PF,CHO,2017
803,Spencer Hawes,PF,MIL,2017
804,Gordon Hayward,SF,UTA,2017
805,Gerald Henderson,SG,PHI,2017
806,John Henson,C,MIL,2017
807,Juancho Hernangómez,PF,DEN,2017
808,Willy Hernangómez,C,NYK,2017
809,Mario Hezonja,SF,ORL,2017
810,Roy Hibbert,C,TOT,2017
811,Roy Hibbert,C,CHO,2017
812,Roy Hibbert,C,DEN,2017
813,Buddy Hield,SG,TOT,2017
814,Buddy Hield,SG,NOP,2017
815,Buddy Hield,SG,SAC,2017
816,Nenê,C,HOU,2017
817,George Hill,PG,UTA,2017
818,Jordan Hill,C,MIN,2017
819,Solomon Hill,SF,NOP,2017
820,Darrun Hilliard,SG,DET,2017
821,Jrue Holiday,PG,NOP,2017
822,Justin Holiday,SG,NYK,2017
823,Rondae Hollis-Jefferson,SF,BRK,2017
824,Richaun Holmes,C,PHI,2017
825,Rodney Hood,SG,UTA,2017
826,Al Horford,C,BOS,2017
827,Danuel House Jr.,SG,WAS,2017
828,Dwight Howard,C,ATL,2017
829,Marcelo Huertas,PG,LAL,2017
830,Josh Huestis,PF,OKC,2017
831,Kris Humphries,PF,ATL,2017
832,R.J. Hunter,SG,CHI,2017
833,Serge Ibaka,PF,TOT,2017
834,Serge Ibaka,PF,ORL,2017
835,Serge Ibaka,PF,TOR,2017
836,Andre Iguodala,SF,GSW,2017
837,Ersan İlyasova,PF,TOT,2017
838,Ersan İlyasova,PF,OKC,2017
839,Ersan İlyasova,PF,PHI,2017
840,Ersan İlyasova,PF,ATL,2017
841,Joe Ingles,SF,UTA,2017
842,Brandon Ingram,SF,LAL,2017
843,Kyrie Irving,PG,CLE,2017
844,Jarrett Jack,PG,NOP,2017
845,Demetrius Jackson,PG,BOS,2017
846,Pierre Jackson,PG,DAL,2017
847,Reggie Jackson,PG,DET,2017
848,LeBron James,SF,CLE,2017
849,Al Jefferson,C,IND,2017
850,Richard Jefferson,SF,CLE,2017
851,John Jenkins,SG,PHO,2017
852,Brandon Jennings,PG,TOT,2017
853,Brandon Jennings,PG,NYK,2017
854,Brandon Jennings,PG,WAS,2017
855,Jonas Jerebko,PF,BOS,2017
856,Amir Johnson,PF,BOS,2017
857,Brice Johnson,PF,LAC,2017
858,James Johnson,PF,MIA,2017
859,Joe Johnson,SF,UTA,2017
860,Stanley Johnson,SF,DET,2017
861,Tyler Johnson,PG,MIA,2017
862,Wesley Johnson,SF,LAC,2017
863,Nikola Jokić,C,DEN,2017
864,Dahntay Jones,SF,CLE,2017
865,Damian Jones,C,GSW,2017
866,Derrick Jones Jr.,SF,PHO,2017
867,James Jones,SF,CLE,2017
868,Terrence Jones,PF,TOT,2017
869,Terrence Jones,PF,NOP,2017
870,Terrence Jones,PF,MIL,2017
871,Tyus Jones,PG,MIN,2017
872,DeAndre Jordan,C,LAC,2017
873,Cory Joseph,PG,TOR,2017
874,Frank Kaminsky,C,CHO,2017
875,Ryan Kelly,PF,ATL,2017
876,Michael Kidd-Gilchrist,SF,CHO,2017
877,Sean Kilpatrick,SG,BRK,2017
878,Brandon Knight,SG,PHO,2017
879,Kyle Korver,SG,TOT,2017
880,Kyle Korver,SG,ATL,2017
881,Kyle Korver,SG,CLE,2017
882,Kosta Koufos,C,SAC,2017
883,Mindaugas Kuzminskas,SF,NYK,2017
884,Skal Labissière,PF,SAC,2017
885,Jeremy Lamb,SG,CHO,2017
886,Nicolás Laprovíttola,PG,SAS,2017
887,Joffrey Lauvergne,PF-C,TOT,2017
888,Joffrey Lauvergne,PF,OKC,2017
889,Joffrey Lauvergne,C,CHI,2017
890,Zach LaVine,SG,MIN,2017
891,Ty Lawson,PG,SAC,2017
892,Jake Layman,SF,POR,2017
893,Courtney Lee,SG,NYK,2017
894,David Lee,PF,SAS,2017
895,Alex Len,C,PHO,2017
896,Kawhi Leonard,SF,SAS,2017
897,Meyers Leonard,PF,POR,2017
898,Jon Leuer,PF,DET,2017
899,Caris LeVert,SF,BRK,2017
900,DeAndre Liggins,SG,TOT,2017
901,DeAndre Liggins,SG,CLE,2017
902,DeAndre Liggins,SG,DAL,2017
903,Damian Lillard,PG,POR,2017
904,Jeremy Lin,PG,BRK,2017
905,Shaun Livingston,PG,GSW,2017
906,Shawn Long,C,PHI,2017
907,Kevon Looney,C,GSW,2017
908,Brook Lopez,C,BRK,2017
909,Robin Lopez,C,CHI,2017
910,Kevin Love,PF,CLE,2017
911,Kyle Lowry,PG,TOR,2017
912,John Lucas III,PG,MIN,2017
913,Timothé Luwawu-Cabarrot,SF,PHI,2017
914,Trey Lyles,PF,UTA,2017
915,Sheldon Mac,SG,WAS,2017
916,Shelvin Mack,PG,UTA,2017
917,Ian Mahinmi,C,WAS,2017
918,Thon Maker,C,MIL,2017
919,Boban Marjanović,C,DET,2017
920,Jarell Martin,PF,MEM,2017
921,Wesley Matthews,SG,DAL,2017
922,Luc Mbah a Moute,SF,LAC,2017
923,James Michael McAdoo,PF,GSW,2017
924,Patrick McCaw,SG,GSW,2017
925,CJ McCollum,SG,POR,2017
926,T.J. McConnell,PG,PHI,2017
927,Chris McCullough,PF,TOT,2017
928,Chris McCullough,PF,BRK,2017
929,Chris McCullough,PF,WAS,2017
930,K.J. McDaniels,SF,TOT,2017
931,K.J. McDaniels,SF,HOU,2017
932,K.J. McDaniels,SF,BRK,2017
933,Doug McDermott,SF,TOT,2017
934,Doug McDermott,SF,CHI,2017
935,Doug McDermott,SF,OKC,2017
936,JaVale McGee,C,GSW,2017
937,Rodney McGruder,SG,MIA,2017
938,Ben McLemore,SG,SAC,2017
939,Jordan McRae,SG,CLE,2017
940,Josh McRoberts,PF,MIA,2017
941,Jodie Meeks,SG,ORL,2017
942,Salah Mejri,C,DAL,2017
943,Jordan Mickey,PF,BOS,2017
944,Khris Middleton,SF,MIL,2017
945,C.J. Miles,SF,IND,2017
946,Mike Miller,SF,DEN,2017
947,Patty Mills,PG,SAS,2017
948,Elijah Millsap,SG,PHO,2017
949,Paul Millsap,PF,ATL,2017
950,Nikola Mirotić,PF,CHI,2017
951,Greg Monroe,C,MIL,2017
952,E'Twaun Moore,SG,NOP,2017
953,Marcus Morris,SF,DET,2017
954,Markieff Morris,PF,WAS,2017
955,Anthony Morrow,SG,TOT,2017
956,Anthony Morrow,SG,OKC,2017
957,Anthony Morrow,SG,CHI,2017
958,Donatas Motiejūnas,PF,NOP,2017
959,Timofey Mozgov,C,LAL,2017
960,Emmanuel Mudiay,PG,DEN,2017
961,Shabazz Muhammad,SF,MIN,2017
962,Dejounte Murray,PG,SAS,2017
963,Jamal Murray,SG,DEN,2017
964,Mike Muscala,C,ATL,2017
965,Larry Nance Jr.,PF,LAL,2017
966,Shabazz Napier,PG,POR,2017
967,Maurice Ndour,PF,NYK,2017
968,Gary Neal,SG,ATL,2017
969,Jameer Nelson,PG,DEN,2017
970,Raul Neto,PG,UTA,2017
971,Georges Niang,PF,IND,2017
972,Andrew Nicholson,PF,TOT,2017
973,Andrew Nicholson,PF,WAS,2017
974,Andrew Nicholson,PF,BRK,2017
975,Joakim Noah,C,NYK,2017
976,Nerlens Noel,C,TOT,2017
977,Nerlens Noel,C,PHI,2017
978,Nerlens Noel,C,DAL,2017
979,Lucas Nogueira,C,TOR,2017
980,Steve Novak,PF,MIL,2017
981,Dirk Nowitzki*,PF,DAL,2017
982,Jusuf Nurkić,C,TOT,2017
983,Jusuf Nurkić,C,DEN,2017
984,Jusuf Nurkić,C,POR,2017
985,David Nwaba,SG,LAL,2017
986,Johnny O'Bryant,PF,TOT,2017
987,Johnny O'Bryant,PF,DEN,2017
988,Johnny O'Bryant,PF,CHO,2017
989,Kyle O'Quinn,C,NYK,2017
990,Daniel Ochefu,C,WAS,2017
991,Jahlil Okafor,C,PHI,2017
992,Victor Oladipo,SG,OKC,2017
993,Kelly Olynyk,C,BOS,2017
994,Arinze Onuaku,C,ORL,2017
995,Chinanu Onuaku,C,HOU,2017
996,Kelly Oubre Jr.,SF,WAS,2017
997,Zaza Pachulia,C,GSW,2017
998,Georgios Papagiannis,C,SAC,2017
999,Jabari Parker,PF,MIL,2017
1000,Tony Parker*,PG,SAS,2017
1001,Chandler Parsons,SF,MEM,2017
1002,Lamar Patterson,SG,ATL,2017
1003,Patrick Patterson,PF,TOR,2017
1004,Chris Paul,PG,LAC,2017
1005,Adreian Payne,PF,MIN,2017
1006,Cameron Payne,PG,TOT,2017
1007,Cameron Payne,PG,OKC,2017
1008,Cameron Payne,PG,CHI,2017
1009,Elfrid Payton,PG,ORL,2017
1010,Gary Payton II,PG,MIL,2017
1011,Paul Pierce*,SF,LAC,2017
1012,Marshall Plumlee,C,NYK,2017
1013,Mason Plumlee,C,TOT,2017
1014,Mason Plumlee,C,POR,2017
1015,Mason Plumlee,C,DEN,2017
1016,Miles Plumlee,C,TOT,2017
1017,Miles Plumlee,C,MIL,2017
1018,Miles Plumlee,C,CHO,2017
1019,Jakob Poeltl,C,TOR,2017
1020,Otto Porter Jr.,SF,WAS,2017
1021,Bobby Portis,PF,CHI,2017
1022,Kristaps Porziņģis,PF,NYK,2017
1023,Dwight Powell,C,DAL,2017
1024,Norman Powell,SG,TOR,2017
1025,Alex Poythress,PF,PHI,2017
1026,Ronnie Price,PG,PHO,2017
1027,Taurean Prince,SF,ATL,2017
1028,Tim Quarterman,SG,POR,2017
1029,Chasson Randle,PG,TOT,2017
1030,Chasson Randle,PG,PHI,2017
1031,Chasson Randle,PG,NYK,2017
1032,Julius Randle,PF,LAL,2017
1033,Zach Randolph,PF,MEM,2017
1034,J.J. Redick,SG,LAC,2017
1035,Willie Reed,C,MIA,2017
1036,Josh Richardson,SG,MIA,2017
1037,Malachi Richardson,SG,SAC,2017
1038,Austin Rivers,SG,LAC,2017
1039,Andre Roberson,SF,OKC,2017
1040,Brian Roberts,PG,CHO,2017
1041,Glenn Robinson III,SF,IND,2017
1042,Thomas Robinson,PF,LAL,2017
1043,Sergio Rodríguez,PG,PHI,2017
1044,Rajon Rondo,PG,CHI,2017
1045,Derrick Rose,PG,NYK,2017
1046,Terrence Ross,SF,TOT,2017
1047,Terrence Ross,SF,TOR,2017
1048,Terrence Ross,SF,ORL,2017
1049,Terry Rozier,PG,BOS,2017
1050,Ricky Rubio,PG,MIN,2017
1051,Damjan Rudež,SF,ORL,2017
1052,Brandon Rush,SG,MIN,2017
1053,D'Angelo Russell,PG,LAL,2017
1054,Domantas Sabonis,PF,OKC,2017
1055,Larry Sanders,C,CLE,2017
1056,Dario Šarić,PF,PHI,2017
1057,Tomáš Satoranský,SG,WAS,2017
1058,Dennis Schröder,PG,ATL,2017
1059,Luis Scola,PF,BRK,2017
1060,Mike Scott,PF,ATL,2017
1061,Thabo Sefolosha,SF,ATL,2017
1062,Wayne Selden,SG,TOT,2017
1063,Wayne Selden,SG,NOP,2017
1064,Wayne Selden,SG,MEM,2017
1065,Kevin Séraphin,PF,IND,2017
1066,Ramon Sessions,PG,CHO,2017
1067,Iman Shumpert,SG,CLE,2017
1068,Pascal Siakam,PF,TOR,2017
1069,Jonathon Simmons,SG,SAS,2017
1070,Kyle Singler,SF,OKC,2017
1071,Marcus Smart,SG,BOS,2017
1072,Ish Smith,PG,DET,2017
1073,J.R. Smith,SG,CLE,2017
1074,Jason Smith,C,WAS,2017
1075,Tony Snell,SG,MIL,2017
1076,Marreese Speights,C,LAC,2017
1077,Tiago Splitter,C,PHI,2017
1078,Nik Stauskas,SG,PHI,2017
1079,Lance Stephenson,SG,TOT,2017
1080,Lance Stephenson,SG,NOP,2017
1081,Lance Stephenson,SG,MIN,2017
1082,Lance Stephenson,SG,IND,2017
1083,Jarnell Stokes,C,DEN,2017
1084,Diamond Stone,C,LAC,2017
1085,Rodney Stuckey,PG,IND,2017
1086,Jared Sullinger,PF,TOR,2017
1087,Edy Tavares,C,TOT,2017
1088,Edy Tavares,C,ATL,2017
1089,Edy Tavares,C,CLE,2017
1090,Isaiah Taylor,PG,HOU,2017
1091,Jeff Teague,PG,IND,2017
1092,Mirza Teletović,PF,MIL,2017
1093,Garrett Temple,SG,SAC,2017
1094,Jason Terry,SG,MIL,2017
1095,Isaiah Thomas,PG,BOS,2017
1096,Lance Thomas,PF,NYK,2017
1097,Hollis Thompson,SG,TOT,2017
1098,Hollis Thompson,SG,PHI,2017
1099,Hollis Thompson,SG,NOP,2017
1100,Klay Thompson,SG,GSW,2017
1101,Tristan Thompson,C,CLE,2017
1102,Marcus Thornton,SG,WAS,2017
1103,Mike Tobey,C,CHO,2017
1104,Anthony Tolliver,PF,SAC,2017
1105,Axel Toupane,SF,TOT,2017
1106,Axel Toupane,SF,MIL,2017
1107,Axel Toupane,SF,NOP,2017
1108,Karl-Anthony Towns,C,MIN,2017
1109,P.J. Tucker,SF,TOT,2017
1110,P.J. Tucker,SF,PHO,2017
1111,P.J. Tucker,SF,TOR,2017
1112,Evan Turner,SF,POR,2017
1113,Myles Turner,C,IND,2017
1114,Beno Udrih,PG,DET,2017
1115,Tyler Ulis,PG,PHO,2017
1116,Jarrod Uthoff,PF,DAL,2017
1117,Jonas Valančiūnas,C,TOR,2017
1118,Denzel Valentine,SG,CHI,2017
1119,Fred VanVleet,PG,TOR,2017
1120,Anderson Varejão,C,GSW,2017
1121,Greivis Vásquez,PG,BRK,2017
1122,Rashad Vaughn,SG,MIL,2017
1123,Noah Vonleh,PF,POR,2017
1124,Nikola Vučević,C,ORL,2017
1125,Sasha Vujačić,SG,NYK,2017
1126,Dwyane Wade*,SG,CHI,2017
1127,Dion Waiters,SG,MIA,2017
1128,Kemba Walker,PG,CHO,2017
1129,John Wall,PG,WAS,2017
1130,T.J. Warren,SF,PHO,2017
1131,C.J. Watson,PG,ORL,2017
1132,Briante Weber,PG,TOT,2017
1133,Briante Weber,PG,GSW,2017
1134,Briante Weber,PG,CHO,2017
1135,David West,C,GSW,2017
1136,Russell Westbrook,PG,OKC,2017
1137,Okaro White,PF,MIA,2017
1138,Isaiah Whitehead,PG,BRK,2017
1139,Hassan Whiteside,C,MIA,2017
1140,Andrew Wiggins,SF,MIN,2017
1141,C.J. Wilcox,SG,ORL,2017
1142,Alan Williams,C,PHO,2017
1143,Deron Williams,PG,TOT,2017
1144,Deron Williams,PG,DAL,2017
1145,Deron Williams,PG,CLE,2017
1146,Derrick Williams,PF,TOT,2017
1147,Derrick Williams,PF,MIA,2017
1148,Derrick Williams,PF,CLE,2017
1149,Lou Williams,SG,TOT,2017
1150,Lou Williams,SG,LAL,2017
1151,Lou Williams,SG,HOU,2017
1152,Marvin Williams,PF,CHO,2017
1153,Reggie Williams,SF,NOP,2017
1154,Troy Williams,SF,TOT,2017
1155,Troy Williams,SF,MEM,2017
1156,Troy Williams,SF,HOU,2017
1157,Kyle Wiltjer,PF,HOU,2017
1158,Justise Winslow,SF,MIA,2017
1159,Jeff Withey,C,UTA,2017
1160,Christian Wood,PF,CHO,2017
1161,Metta World Peace,SF,LAL,2017
1162,Brandan Wright,PF,MEM,2017
1163,Delon Wright,PG,TOR,2017
1164,James Young,SG,BOS,2017
1165,Joe Young,PG,IND,2017
1166,Nick Young,SG,LAL,2017
1167,Thaddeus Young,PF,IND,2017
1168,Cody Zeller,C,CHO,2017
1169,Tyler Zeller,C,BOS,2017
1170,Stephen Zimmerman,C,ORL,2017
1171,Paul Zipser,SF,CHI,2017
1172,Ivica Zubac,C,LAL,2017
1173,Álex Abrines,SG,OKC,2018
1174,Quincy Acy,PF,BRK,2018
1175,Steven Adams,C,OKC,2018
1176,Bam Adebayo,C,MIA,2018
1177,Arron Afflalo,SG,ORL,2018
1178,Cole Aldrich,C,MIN,2018
1179,LaMarcus Aldridge,C,SAS,2018
1180,Jarrett Allen,C,BRK,2018
1181,Kadeem Allen,PG,BOS,2018
1182,Tony Allen,SF,NOP,2018
1183,Al-Farouq Aminu,PF,POR,2018
1184,Justin Anderson,SF,PHI,2018
1185,Kyle Anderson,SF,SAS,2018
1186,Ryan Anderson,PF,HOU,2018
1187,Ike Anigbogu,C,IND,2018
1188,Giannis Antetokounmpo,PF,MIL,2018
1189,Carmelo Anthony,PF,OKC,2018
1190,OG Anunoby,SF,TOR,2018
1191,Ryan Arcidiacono,PG,CHI,2018
1192,Trevor Ariza,SF,HOU,2018
1193,Darrell Arthur,PF,DEN,2018
1194,Jamel Artis,SG,ORL,2018
1195,Ömer Aşık,C,TOT,2018
1196,Ömer Aşık,C,NOP,2018
1197,Ömer Aşık,C,CHI,2018
1198,D.J. Augustin,PG,ORL,2018
1199,Luke Babbitt,SF,TOT,2018
1200,Luke Babbitt,SF,ATL,2018
1201,Luke Babbitt,SF,MIA,2018
1202,Dwayne Bacon,SG,CHO,2018
1203,Ron Baker,SG,NYK,2018
1204,Wade Baldwin,PG,POR,2018
1205,Lonzo Ball,PG,LAL,2018
1206,J.J. Barea,PG,DAL,2018
1207,Harrison Barnes,PF,DAL,2018
1208,Will Barton,SG,DEN,2018
1209,Nicolas Batum,SG,CHO,2018
1210,Jerryd Bayless,SG,PHI,2018
1211,Aron Baynes,C,BOS,2018
1212,Kent Bazemore,SG,ATL,2018
1213,Bradley Beal,SG,WAS,2018
1214,Malik Beasley,SG,DEN,2018
1215,Michael Beasley,PF,NYK,2018
1216,Marco Belinelli,SG,TOT,2018
1217,Marco Belinelli,SG,ATL,2018
1218,Marco Belinelli,SG,PHI,2018
1219,Jordan Bell,C,GSW,2018
1220,DeAndre' Bembry,SF,ATL,2018
1221,Dragan Bender,PF,PHO,2018
1222,Dāvis Bertāns,PF,SAS,2018
1223,Patrick Beverley,SG,LAC,2018
1224,Khem Birch,C,ORL,2018
1225,Jabari Bird,SG,BOS,2018
1226,Bismack Biyombo,C,ORL,2018
1227,Nemanja Bjelica,PF,MIN,2018
1228,Tarik Black,C,HOU,2018
1229,Antonio Blakeney,SG,CHI,2018
1230,Eric Bledsoe,PG,TOT,2018
1231,Eric Bledsoe,PG,PHO,2018
1232,Eric Bledsoe,PG,MIL,2018
1233,Vander Blue,SG,LAL,2018
1234,Bogdan Bogdanović,SG,SAC,2018
1235,Bojan Bogdanović,SF,IND,2018
1236,Andrew Bogut,C,LAL,2018
1237,Joel Bolomboy,PF,MIL,2018
1238,Devin Booker,SG,PHO,2018
1239,Trevor Booker,PF,TOT,2018
1240,Trevor Booker,PF,BRK,2018
1241,Trevor Booker,PF,PHI,2018
1242,Trevor Booker,PF,IND,2018
1243,Chris Boucher,PF,GSW,2018
1244,Avery Bradley,SG,TOT,2018
1245,Avery Bradley,SG,DET,2018
1246,Avery Bradley,SG,LAC,2018
1247,Tony Bradley,C,UTA,2018
1248,Corey Brewer,SF-SG,TOT,2018
1249,Corey Brewer,SF,LAL,2018
1250,Corey Brewer,SG,OKC,2018
1251,Malcolm Brogdon,PG,MIL,2018
1252,Aaron Brooks,PG,MIN,2018
1253,Dillon Brooks,SF,MEM,2018
1254,MarShon Brooks,SG,MEM,2018
1255,Anthony Brown,SF,MIN,2018
1256,Bobby Brown,PG,HOU,2018
1257,Jaylen Brown,SG,BOS,2018
1258,Lorenzo Brown,PG,TOR,2018
1259,Markel Brown,SG,HOU,2018
1260,Sterling Brown,SG,MIL,2018
1261,Nicolás Brussino,SF,ATL,2018
1262,Thomas Bryant,C,LAL,2018
1263,Reggie Bullock,SF,DET,2018
1264,Trey Burke,PG,NYK,2018
1265,Alec Burks,SG,UTA,2018
1266,Jimmy Butler,SG,MIN,2018
1267,Dwight Buycks,PG,DET,2018
1268,Bruno Caboclo,SF,TOT,2018
1269,Bruno Caboclo,SF,TOR,2018
1270,Bruno Caboclo,SF,SAC,2018
1271,José Calderón,PG,CLE,2018
1272,Kentavious Caldwell-Pope,SG,LAL,2018
1273,Isaiah Canaan,PG-SG,TOT,2018
1274,Isaiah Canaan,SG,HOU,2018
1275,Isaiah Canaan,PG,PHO,2018
1276,Clint Capela,C,HOU,2018
1277,DeMarre Carroll,PF,BRK,2018
1278,Vince Carter,SF,SAC,2018
1279,Michael Carter-Williams,PG,CHO,2018
1280,Alex Caruso,PG,LAL,2018
1281,Omri Casspi,SF,GSW,2018
1282,Willie Cauley-Stein,C,SAC,2018
1283,Tyler Cavanaugh,PF,ATL,2018
1284,Mario Chalmers,PG,MEM,2018
1285,Tyson Chandler,C,PHO,2018
1286,Wilson Chandler,SF,DEN,2018
1287,Marquese Chriss,PF,PHO,2018
1288,Ian Clark,SG,NOP,2018
1289,Jordan Clarkson,SG,TOT,2018
1290,Jordan Clarkson,SG,LAL,2018
1291,Jordan Clarkson,SG,CLE,2018
1292,Gian Clavell,SG,DAL,2018
1293,Antonius Cleveland,SG,TOT,2018
1294,Antonius Cleveland,SG,DAL,2018
1295,Antonius Cleveland,SG,ATL,2018
1296,John Collins,PF,ATL,2018
1297,Zach Collins,C,POR,2018
1298,Kyle Collinsworth,SF,DAL,2018
1299,Darren Collison,PG,IND,2018
1300,Nick Collison,PF,OKC,2018
1301,Mike Conley,PG,MEM,2018
1302,Pat Connaughton,SG,POR,2018
1303,Quinn Cook,PG,GSW,2018
1304,Charles Cooke,SG,NOP,2018
1305,Jack Cooley,PF,SAC,2018
1306,Matt Costello,C,SAS,2018
1307,DeMarcus Cousins,C,NOP,2018
1308,Robert Covington,SF,PHI,2018
1309,Allen Crabbe,SG,BRK,2018
1310,Torrey Craig,SF,DEN,2018
1311,Jamal Crawford,SG,MIN,2018
1312,Jordan Crawford,SG,NOP,2018
1313,Jae Crowder,SF,TOT,2018
1314,Jae Crowder,SF,CLE,2018
1315,Jae Crowder,SF,UTA,2018
1316,Dante Cunningham,SF,TOT,2018
1317,Dante Cunningham,SF,NOP,2018
1318,Dante Cunningham,SF,BRK,2018
1319,Stephen Curry,PG,GSW,2018
1320,Troy Daniels,SG,PHO,2018
1321,Anthony Davis,PF,NOP,2018
1322,Deyonta Davis,C,MEM,2018
1323,Ed Davis,C,POR,2018
1324,Dewayne Dedmon,C,ATL,2018
1325,Sam Dekker,PF,LAC,2018
1326,Malcolm Delaney,PG,ATL,2018
1327,Matthew Dellavedova,PG,MIL,2018
1328,Luol Deng,SF,LAL,2018
1329,DeMar DeRozan,SG,TOR,2018
1330,Cheick Diallo,PF,NOP,2018
1331,Gorgui Dieng,C,MIN,2018
1332,Spencer Dinwiddie,PG,BRK,2018
1333,Tyler Dorsey,SG,ATL,2018
1334,Damyean Dotson,SG,NYK,2018
1335,Milton Doyle,SG,BRK,2018
1336,PJ Dozier,PG,OKC,2018
1337,Goran Dragić,PG,MIA,2018
1338,Larry Drew II,PG,TOT,2018
1339,Larry Drew II,PG,PHI,2018
1340,Larry Drew II,PG,NOP,2018
1341,Andre Drummond,C,DET,2018
1342,Jared Dudley,PF,PHO,2018
1343,Kris Dunn,PG,CHI,2018
1344,Kevin Durant,SF,GSW,2018
1345,Jarell Eddie,SF,TOT,2018
1346,Jarell Eddie,SF,BOS,2018
1347,Jarell Eddie,SF,CHI,2018
1348,Henry Ellenson,PF,DET,2018
1349,Wayne Ellington,SG,MIA,2018
1350,Joel Embiid,C,PHI,2018
1351,James Ennis III,SF,TOT,2018
