,ID,date,Tm,home,won,PG,SG,SF,PF,C
192,2016_20151108_NYK,08/11/2015,NYK,1.0,True,Jose Calderon,Sasha Vujacic,Carmelo Anthony,Kristaps Porzingis,Robin Lopez
193,2016_20151108_PHO,08/11/2015,PHO,0.0,False,Eric Bledsoe,Brandon Knight,T.J. Warren,Markieff Morris,Tyson Chandler
194,2016_20151108_OKC,08/11/2015,OKC,1.0,True,Russell Westbrook,Dion Waiters,Kevin Durant,Serge Ibaka,Enes Freedom
195,2016_20151108_DET,08/11/2015,DET,0.0,True,Reggie Jackson,Kentavious Caldwell-Pope,Marcus Morris,Ersan Ilyasova,Andre Drummond
196,2016_20151108_POR,08/11/2015,POR,1.0,False,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Meyers Leonard,Mason Plumlee
197,2016_20151109_MIN,09/11/2015,MIN,0.0,True,Ricky Rubio,Kevin Martin,Andrew Wiggins,Nemanja Bjelica,Karl-Anthony Towns
198,2016_20151109_ATL,09/11/2015,ATL,1.0,False,Jeff Teague,Kyle Korver,Kent Bazemore,Paul Millsap,Al Horford
199,2016_20151109_POR,09/11/2015,POR,0.0,False,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Meyers Leonard,Mason Plumlee
200,2016_20151109_DEN,09/11/2015,DEN,1.0,True,Emmanuel Mudiay,Gary Harris,Danilo Gallinari,Kenneth Faried,J.J. Hickson
201,2016_20151109_DET,09/11/2015,DET,0.0,False,Reggie Jackson,Kentavious Caldwell-Pope,Marcus Morris,Ersan Ilyasova,Andre Drummond
202,2016_20151109_GSW,09/11/2015,GSW,1.0,True,Stephen Curry,Klay Thompson,Andre Iguodala,Draymond Green,Festus Ezeli
203,2016_20151109_ORL,09/11/2015,ORL,0.0,False,Elfrid Payton,Victor Oladipo,Evan Fournier,Tobias Harris,Dewayne Dedmon
204,2016_20151109_IND,09/11/2015,IND,1.0,True,George Hill,Monta Ellis,Paul George,Jordan Hill,Ian Mahinmi
205,2016_20151109_MEM,09/11/2015,MEM,0.0,False,Mike Conley,Courtney Lee,Matt Barnes,Zach Randolph,Marc Gasol
206,2016_20151109_LAC,09/11/2015,LAC,1.0,True,Chris Paul,J.J. Redick,Paul Pierce,Blake Griffin,DeAndre Jordan
207,2016_20151109_CHI,09/11/2015,CHI,0.0,True,Derrick Rose,Jimmy Butler,Doug McDermott,Nikola Mirotic,Pau Gasol
208,2016_20151109_PHI,09/11/2015,PHI,1.0,False,T.J. McConnell,Nik Stauskas,JaKarr Sampson,Jerami Grant,Jahlil Okafor
209,2016_20151109_SAS,09/11/2015,SAS,0.0,True,Patty Mills,Danny Green,Kawhi Leonard,LaMarcus Aldridge,Tim Duncan
210,2016_20151109_SAC,09/11/2015,SAC,1.0,False,Rajon Rondo,Marco Belinelli,Rudy Gay,Omri Casspi,DeMarcus Cousins
211,2016_20151110_UTA,10/11/2015,UTA,0.0,False,Trey Burke,Alec Burks,Gordon Hayward,Derrick Favors,Rudy Gobert
212,2016_20151110_CLE,10/11/2015,CLE,1.0,True,Mo Williams,J.R. Smith,LeBron James,Kevin Love,Timofey Mozgov
213,2016_20151110_LAL,10/11/2015,LAL,0.0,False,D'Angelo Russell,Jordan Clarkson,Metta World Peace,Julius Randle,Roy Hibbert
214,2016_20151110_MIA,10/11/2015,MIA,1.0,True,Goran Dragic,Tyler Johnson,Justise Winslow,Chris Bosh,Hassan Whiteside
215,2016_20151110_BOS,10/11/2015,BOS,0.0,True,Isaiah Thomas,Evan Turner,Jae Crowder,Amir Johnson,Kelly Olynyk
216,2016_20151110_MIL,10/11/2015,MIL,1.0,False,Giannis Antetokounmpo,Khris Middleton,Damien Inglis,Jabari Parker,Greg Monroe
217,2016_20151110_CHO,10/11/2015,CHO,0.0,True,Kemba Walker,Jeremy Lin,Nicolas Batum,Marvin Williams,Al Jefferson
218,2016_20151110_MIN,10/11/2015,MIN,1.0,False,Tyus Jones,Kevin Martin,Tayshaun Prince,Nemanja Bjelica,Karl-Anthony Towns
219,2016_20151110_DAL,10/11/2015,DAL,0.0,False,Deron Williams,Raymond Felton,Chandler Parsons,Charlie Villanueva,Zaza Pachulia
220,2016_20151110_NOP,10/11/2015,NOP,1.0,True,Ish Smith,Eric Gordon,Luke Babbitt,Ryan Anderson,Anthony Davis
221,2016_20151110_NYK,10/11/2015,NYK,0.0,True,Jose Calderon,Sasha Vujacic,Carmelo Anthony,Lance Thomas,Robin Lopez
222,2016_20151110_TOR,10/11/2015,TOR,1.0,False,Kyle Lowry,DeMar DeRozan,Patrick Patterson,James Johnson,Jonas Valanciunas
223,2016_20151110_OKC,10/11/2015,OKC,0.0,True,Russell Westbrook,Andre Roberson,Kyle Singler,Serge Ibaka,Enes Freedom
224,2016_20151110_WAS,10/11/2015,WAS,1.0,False,John Wall,Gary Neal,Otto Porter Jr.,Kris Humphries,Marcin Gortat
225,2016_20151111_NOP,11/11/2015,NOP,0.0,False,Ish Smith,Eric Gordon,Luke Babbitt,Ryan Anderson,Omer Asik
226,2016_20151111_ATL,11/11/2015,ATL,1.0,True,Jeff Teague,Kyle Korver,Kent Bazemore,Paul Millsap,Al Horford
227,2016_20151111_IND,11/11/2015,IND,0.0,True,George Hill,Monta Ellis,Paul George,Lavoy Allen,Ian Mahinmi
228,2016_20151111_BOS,11/11/2015,BOS,1.0,False,Isaiah Thomas,Evan Turner,Jae Crowder,Jared Sullinger,Kelly Olynyk
229,2016_20151111_NYK,11/11/2015,NYK,0.0,False,Jose Calderon,Arron Afflalo,Carmelo Anthony,Kristaps Porzingis,Robin Lopez
230,2016_20151111_CHO,11/11/2015,CHO,1.0,True,Kemba Walker,Jeremy Lamb,Nicolas Batum,Marvin Williams,Cody Zeller
231,2016_20151111_LAC,11/11/2015,LAC,0.0,False,Chris Paul,Jamal Crawford,Paul Pierce,Blake Griffin,DeAndre Jordan
232,2016_20151111_DAL,11/11/2015,DAL,1.0,True,Deron Williams,Raymond Felton,Wesley Matthews,Dirk Nowitzki,Zaza Pachulia
233,2016_20151111_MIL,11/11/2015,MIL,0.0,False,Greivis Vasquez,Khris Middleton,Rashad Vaughn,Johnny O'Bryant,Greg Monroe
234,2016_20151111_DEN,11/11/2015,DEN,1.0,True,Emmanuel Mudiay,Gary Harris,Danilo Gallinari,Kenneth Faried,J.J. Hickson
235,2016_20151111_BRK,11/11/2015,BRK,0.0,True,Jarrett Jack,Wayne Ellington,Joe Johnson,Thaddeus Young,Brook Lopez
236,2016_20151111_HOU,11/11/2015,HOU,1.0,False,Ty Lawson,James Harden,Trevor Ariza,Terrence Jones,Dwight Howard
237,2016_20151111_GSW,11/11/2015,GSW,0.0,True,Stephen Curry,Klay Thompson,Harrison Barnes,Draymond Green,Festus Ezeli
238,2016_20151111_MEM,11/11/2015,MEM,1.0,False,Mike Conley,Courtney Lee,Matt Barnes,Zach Randolph,Marc Gasol
239,2016_20151111_LAL,11/11/2015,LAL,0.0,False,D'Angelo Russell,Lou Williams,Metta World Peace,Julius Randle,Roy Hibbert
240,2016_20151111_ORL,11/11/2015,ORL,1.0,True,Shabazz Napier,Victor Oladipo,Evan Fournier,Tobias Harris,Nikola Vucevic
241,2016_20151111_TOR,11/11/2015,TOR,0.0,True,Kyle Lowry,Cory Joseph,Bruno Caboclo,James Johnson,Jonas Valanciunas
242,2016_20151111_PHI,11/11/2015,PHI,1.0,False,T.J. McConnell,Nik Stauskas,JaKarr Sampson,Jerami Grant,Jahlil Okafor
243,2016_20151111_SAS,11/11/2015,SAS,0.0,True,Tony Parker,Danny Green,Kawhi Leonard,LaMarcus Aldridge,Tim Duncan
244,2016_20151111_POR,11/11/2015,POR,1.0,False,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Meyers Leonard,Mason Plumlee
245,2016_20151111_DET,11/11/2015,DET,0.0,False,Reggie Jackson,Kentavious Caldwell-Pope,Marcus Morris,Anthony Tolliver,Andre Drummond
246,2016_20151111_SAC,11/11/2015,SAC,1.0,True,Rajon Rondo,Marco Belinelli,Rudy Gay,Omri Casspi,DeMarcus Cousins
247,2016_20151112_UTA,12/11/2015,UTA,0.0,False,Trey Burke,Rodney Hood,Gordon Hayward,Derrick Favors,Tibor Pleiss
248,2016_20151112_MIA,12/11/2015,MIA,1.0,True,Goran Dragic,Tyler Johnson,Justise Winslow,Chris Bosh,Hassan Whiteside
249,2016_20151112_GSW,12/11/2015,GSW,0.0,True,Stephen Curry,Klay Thompson,Harrison Barnes,Draymond Green,Andrew Bogut
250,2016_20151112_MIN,12/11/2015,MIN,1.0,False,Andre Miller,Kevin Martin,Andrew Wiggins,Nemanja Bjelica,Karl-Anthony Towns
251,2016_20151112_LAC,12/11/2015,LAC,0.0,False,Pablo Prigioni,Austin Rivers,Lance Stephenson,Josh Smith,DeAndre Jordan
252,2016_20151112_PHO,12/11/2015,PHO,1.0,True,Eric Bledsoe,Brandon Knight,P.J. Tucker,Jon Leuer,Tyson Chandler
253,2016_20151113_ATL,13/11/2015,ATL,0.0,False,Jeff Teague,Kyle Korver,Kent Bazemore,Paul Millsap,Al Horford
254,2016_20151113_BOS,13/11/2015,BOS,1.0,True,Isaiah Thomas,Evan Turner,Jae Crowder,Amir Johnson,Kelly Olynyk
255,2016_20151113_CHO,13/11/2015,CHO,0.0,False,Kemba Walker,Jeremy Lamb,Nicolas Batum,Marvin Williams,Al Jefferson
256,2016_20151113_CHI,13/11/2015,CHI,1.0,True,Derrick Rose,Jimmy Butler,Tony Snell,Taj Gibson,Pau Gasol
257,2016_20151113_LAL,13/11/2015,LAL,0.0,False,D'Angelo Russell,Jordan Clarkson,Kobe Bryant,Julius Randle,Roy Hibbert
258,2016_20151113_DAL,13/11/2015,DAL,1.0,True,Deron Williams,Devin Harris,Wesley Matthews,Dirk Nowitzki,Zaza Pachulia
259,2016_20151113_HOU,13/11/2015,HOU,0.0,False,Ty Lawson,James Harden,Trevor Ariza,Terrence Jones,Dwight Howard
260,2016_20151113_DEN,13/11/2015,DEN,1.0,True,Emmanuel Mudiay,Will Barton,Danilo Gallinari,Kenneth Faried,J.J. Hickson
261,2016_20151113_MIN,13/11/2015,MIN,0.0,False,Andre Miller,Zach LaVine,Andrew Wiggins,Nemanja Bjelica,Karl-Anthony Towns
262,2016_20151113_IND,13/11/2015,IND,1.0,True,George Hill,Monta Ellis,Paul George,Lavoy Allen,Ian Mahinmi
263,2016_20151113_POR,13/11/2015,POR,0.0,False,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Ed Davis,Mason Plumlee
264,2016_20151113_MEM,13/11/2015,MEM,1.0,True,Mike Conley,Courtney Lee,Jeff Green,Zach Randolph,Marc Gasol
265,2016_20151113_CLE,13/11/2015,CLE,0.0,True,Mo Williams,J.R. Smith,LeBron James,Kevin Love,Timofey Mozgov
266,2016_20151113_NYK,13/11/2015,NYK,1.0,False,Langston Galloway,Arron Afflalo,Carmelo Anthony,Kristaps Porzingis,Robin Lopez
267,2016_20151113_PHI,13/11/2015,PHI,0.0,False,T.J. McConnell,Nik Stauskas,JaKarr Sampson,Jerami Grant,Nerlens Noel
268,2016_20151113_OKC,13/11/2015,OKC,1.0,True,Russell Westbrook,Dion Waiters,Kyle Singler,Serge Ibaka,Steven Adams
269,2016_20151113_UTA,13/11/2015,UTA,0.0,False,Raul Neto,Alec Burks,Gordon Hayward,Trevor Booker,Jeff Withey
270,2016_20151113_ORL,13/11/2015,ORL,1.0,True,Elfrid Payton,Devyn Marble,Evan Fournier,Tobias Harris,Nikola Vucevic
271,2016_20151113_BRK,13/11/2015,BRK,0.0,False,Jarrett Jack,Wayne Ellington,Joe Johnson,Thaddeus Young,Brook Lopez
272,2016_20151113_SAC,13/11/2015,SAC,1.0,True,Rajon Rondo,Marco Belinelli,Caron Butler,Omri Casspi,DeMarcus Cousins
273,2016_20151113_NOP,13/11/2015,NOP,0.0,False,Ish Smith,Eric Gordon,Alonzo Gee,Ryan Anderson,Omer Asik
274,2016_20151113_TOR,13/11/2015,TOR,1.0,True,Kyle Lowry,DeMar DeRozan,DeMarre Carroll,Patrick Patterson,Jonas Valanciunas
275,2016_20151114_BRK,14/11/2015,BRK,0.0,False,Jarrett Jack,Wayne Ellington,Joe Johnson,Thaddeus Young,Brook Lopez
276,2016_20151114_GSW,14/11/2015,GSW,1.0,True,Stephen Curry,Brandon Rush,Andre Iguodala,Draymond Green,Andrew Bogut
277,2016_20151114_DAL,14/11/2015,DAL,0.0,True,Deron Williams,John Jenkins,Jeremy Evans,Dwight Powell,Zaza Pachulia
278,2016_20151114_HOU,14/11/2015,HOU,1.0,False,Ty Lawson,James Harden,Trevor Ariza,Terrence Jones,Clint Capela
279,2016_20151114_DET,14/11/2015,DET,0.0,False,Reggie Jackson,Kentavious Caldwell-Pope,Marcus Morris,Ersan Ilyasova,Andre Drummond
280,2016_20151114_LAC,14/11/2015,LAC,1.0,True,Pablo Prigioni,Austin Rivers,Paul Pierce,Blake Griffin,DeAndre Jordan
281,2016_20151114_CLE,14/11/2015,CLE,0.0,False,Mo Williams,J.R. Smith,LeBron James,Kevin Love,Timofey Mozgov
282,2016_20151114_MIL,14/11/2015,MIL,1.0,True,Giannis Antetokounmpo,Khris Middleton,,Jabari Parker,Greg Monroe
283,2016_20151114_DEN,14/11/2015,DEN,0.0,False,Jameer Nelson,Will Barton,Danilo Gallinari,Kenneth Faried,Nikola Jokic
284,2016_20151114_PHO,14/11/2015,PHO,1.0,True,Eric Bledsoe,Brandon Knight,P.J. Tucker,Mirza Teletovic,Tyson Chandler
285,2016_20151114_PHI,14/11/2015,PHI,0.0,False,T.J. McConnell,Hollis Thompson,JaKarr Sampson,Jerami Grant,Jahlil Okafor
286,2016_20151114_SAS,14/11/2015,SAS,1.0,True,Tony Parker,Danny Green,Kyle Anderson,LaMarcus Aldridge,Tim Duncan
287,2016_20151114_ORL,14/11/2015,ORL,0.0,False,Elfrid Payton,Mario Hezonja,Evan Fournier,Tobias Harris,Nikola Vucevic
288,2016_20151114_WAS,14/11/2015,WAS,1.0,True,John Wall,Gary Neal,Otto Porter Jr.,Kris Humphries,Marcin Gortat
289,2016_20151115_UTA,15/11/2015,UTA,0.0,True,Trey Burke,Rodney Hood,Gordon Hayward,Derrick Favors,Rudy Gobert
290,2016_20151115_ATL,15/11/2015,ATL,1.0,False,Dennis Schroder,Kyle Korver,Kent Bazemore,Paul Millsap,Al Horford
291,2016_20151115_POR,15/11/2015,POR,0.0,False,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Noah Vonleh,Mason Plumlee
292,2016_20151115_CHO,15/11/2015,CHO,1.0,True,Kemba Walker,Jeremy Lamb,Nicolas Batum,Marvin Williams,Al Jefferson
293,2016_20151115_DET,15/11/2015,DET,0.0,False,Reggie Jackson,Kentavious Caldwell-Pope,Marcus Morris,Ersan Ilyasova,Andre Drummond
294,2016_20151115_LAL,15/11/2015,LAL,1.0,True,D'Angelo Russell,Jordan Clarkson,Kobe Bryant,Julius Randle,Roy Hibbert
295,2016_20151115_MEM,15/11/2015,MEM,0.0,True,Mike Conley,Courtney Lee,Jeff Green,Zach Randolph,Marc Gasol
296,2016_20151115_MIN,15/11/2015,MIN,1.0,False,Andre Miller,Kevin Martin,Andrew Wiggins,Nemanja Bjelica,Karl-Anthony Towns
297,2016_20151115_NOP,15/11/2015,NOP,0.0,False,Jrue Holiday,Eric Gordon,Alonzo Gee,Ryan Anderson,Anthony Davis
298,2016_20151115_NYK,15/11/2015,NYK,1.0,True,Langston Galloway,Arron Afflalo,Carmelo Anthony,Kristaps Porzingis,Kevin Seraphin
299,2016_20151115_BOS,15/11/2015,BOS,0.0,True,Marcus Smart,Avery Bradley,Jae Crowder,Jared Sullinger,Kelly Olynyk
300,2016_20151115_OKC,15/11/2015,OKC,1.0,False,Russell Westbrook,Dion Waiters,Kyle Singler,Serge Ibaka,Steven Adams
301,2016_20151115_TOR,15/11/2015,TOR,0.0,False,Kyle Lowry,DeMar DeRozan,DeMarre Carroll,Luis Scola,Bismack Biyombo
302,2016_20151115_SAC,15/11/2015,SAC,1.0,True,Rajon Rondo,Marco Belinelli,Rudy Gay,Omri Casspi,DeMarcus Cousins
303,2016_20151116_IND,16/11/2015,IND,0.0,False,Joe Young,Monta Ellis,Paul George,Lavoy Allen,Ian Mahinmi
304,2016_20151116_CHI,16/11/2015,CHI,1.0,True,Derrick Rose,Jimmy Butler,Tony Snell,Taj Gibson,Pau Gasol
305,2016_20151116_BOS,16/11/2015,BOS,0.0,True,Marcus Smart,Avery Bradley,Jae Crowder,Jared Sullinger,Kelly Olynyk
306,2016_20151116_HOU,16/11/2015,HOU,1.0,False,Ty Lawson,James Harden,Trevor Ariza,Terrence Jones,Dwight Howard
307,2016_20151116_OKC,16/11/2015,OKC,0.0,False,Russell Westbrook,Dion Waiters,Kyle Singler,Serge Ibaka,Steven Adams
308,2016_20151116_MEM,16/11/2015,MEM,1.0,True,Mike Conley,Tony Allen,Jeff Green,JaMychal Green,Marc Gasol
309,2016_20151116_DAL,16/11/2015,DAL,0.0,True,Deron Williams,Raymond Felton,Wesley Matthews,Dirk Nowitzki,Zaza Pachulia
310,2016_20151116_PHI,16/11/2015,PHI,1.0,False,T.J. McConnell,Hollis Thompson,Robert Covington,Jerami Grant,Nerlens Noel
311,2016_20151116_LAL,16/11/2015,LAL,0.0,False,D'Angelo Russell,Jordan Clarkson,Metta World Peace,Julius Randle,Roy Hibbert
312,2016_20151116_PHO,16/11/2015,PHO,1.0,True,Eric Bledsoe,Brandon Knight,T.J. Warren,Mirza Teletovic,Alex Len
313,2016_20151116_POR,16/11/2015,POR,0.0,False,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Noah Vonleh,Mason Plumlee
314,2016_20151116_SAS,16/11/2015,SAS,1.0,True,Tony Parker,Danny Green,Kawhi Leonard,LaMarcus Aldridge,Tim Duncan
315,2016_20151117_ATL,17/11/2015,ATL,0.0,False,Dennis Schroder,Kyle Korver,Thabo Sefolosha,Paul Millsap,Al Horford
316,2016_20151117_BRK,17/11/2015,BRK,1.0,True,Jarrett Jack,Wayne Ellington,Joe Johnson,Thaddeus Young,Brook Lopez
317,2016_20151117_CLE,17/11/2015,CLE,0.0,False,Mo Williams,J.R. Smith,LeBron James,Kevin Love,Timofey Mozgov
318,2016_20151117_DET,17/11/2015,DET,1.0,True,Reggie Jackson,Kentavious Caldwell-Pope,Marcus Morris,Ersan Ilyasova,Andre Drummond
319,2016_20151117_TOR,17/11/2015,TOR,0.0,False,Kyle Lowry,DeMar DeRozan,DeMarre Carroll,Luis Scola,Jonas Valanciunas
320,2016_20151117_GSW,17/11/2015,GSW,1.0,True,Stephen Curry,Klay Thompson,Harrison Barnes,Draymond Green,Festus Ezeli
321,2016_20151117_MIN,17/11/2015,MIN,0.0,True,Ricky Rubio,Zach LaVine,Andrew Wiggins,Adreian Payne,Karl-Anthony Towns
322,2016_20151117_MIA,17/11/2015,MIA,1.0,False,Goran Dragic,Dwyane Wade,Justise Winslow,Luol Deng,Hassan Whiteside
323,2016_20151117_DEN,17/11/2015,DEN,0.0,True,Emmanuel Mudiay,Will Barton,Danilo Gallinari,Kenneth Faried,J.J. Hickson
324,2016_20151117_NOP,17/11/2015,NOP,1.0,False,Ish Smith,Eric Gordon,Dante Cunningham,Ryan Anderson,Anthony Davis
325,2016_20151117_CHO,17/11/2015,CHO,0.0,False,Kemba Walker,Jeremy Lin,Nicolas Batum,Marvin Williams,Al Jefferson
326,2016_20151117_NYK,17/11/2015,NYK,1.0,True,Jose Calderon,Arron Afflalo,Carmelo Anthony,Kristaps Porzingis,Kevin Seraphin
327,2016_20151117_MIL,17/11/2015,MIL,0.0,False,Giannis Antetokounmpo,Jerryd Bayless,Rashad Vaughn,Johnny O'Bryant,Greg Monroe
328,2016_20151117_WAS,17/11/2015,WAS,1.0,True,John Wall,Gary Neal,Garrett Temple,Jared Dudley,Marcin Gortat
329,2016_20151118_SAC,18/11/2015,SAC,0.0,False,Rajon Rondo,Marco Belinelli,Rudy Gay,Omri Casspi,DeMarcus Cousins
330,2016_20151118_ATL,18/11/2015,ATL,1.0,True,Dennis Schroder,Kyle Korver,Thabo Sefolosha,Paul Millsap,Al Horford
331,2016_20151118_DAL,18/11/2015,DAL,0.0,True,Deron Williams,Raymond Felton,Wesley Matthews,Dirk Nowitzki,Zaza Pachulia
332,2016_20151118_BOS,18/11/2015,BOS,1.0,False,Isaiah Thomas,Avery Bradley,Jae Crowder,Jared Sullinger,Kelly Olynyk
333,2016_20151118_BRK,18/11/2015,BRK,0.0,False,Jarrett Jack,Wayne Ellington,Joe Johnson,Thaddeus Young,Brook Lopez
334,2016_20151118_CHO,18/11/2015,CHO,1.0,True,Kemba Walker,Jeremy Lin,Nicolas Batum,Marvin Williams,Al Jefferson
335,2016_20151118_POR,18/11/2015,POR,0.0,False,Damian Lillard,Allen Crabbe,Al-Farouq Aminu,Ed Davis,Mason Plumlee
336,2016_20151118_HOU,18/11/2015,HOU,1.0,True,Ty Lawson,James Harden,Trevor Ariza,Terrence Jones,Dwight Howard
337,2016_20151118_NOP,18/11/2015,NOP,0.0,False,Ish Smith,Eric Gordon,Alonzo Gee,Ryan Anderson,Alexis Ajinca
338,2016_20151118_OKC,18/11/2015,OKC,1.0,True,Russell Westbrook,Dion Waiters,Kyle Singler,Serge Ibaka,Enes Freedom
339,2016_20151118_MIN,18/11/2015,MIN,0.0,False,Ricky Rubio,Zach LaVine,Andrew Wiggins,Nemanja Bjelica,Karl-Anthony Towns
340,2016_20151118_ORL,18/11/2015,ORL,1.0,True,Elfrid Payton,Victor Oladipo,Evan Fournier,Tobias Harris,Jason Smith
341,2016_20151118_IND,18/11/2015,IND,0.0,True,Joe Young,Monta Ellis,Paul George,Lavoy Allen,Ian Mahinmi
342,2016_20151118_PHI,18/11/2015,PHI,1.0,False,T.J. McConnell,Hollis Thompson,Robert Covington,Jerami Grant,Jahlil Okafor
343,2016_20151118_CHI,18/11/2015,CHI,0.0,True,Kirk Hinrich,Jimmy Butler,Doug McDermott,Taj Gibson,Pau Gasol
344,2016_20151118_PHO,18/11/2015,PHO,1.0,False,Eric Bledsoe,Brandon Knight,P.J. Tucker,Markieff Morris,Tyson Chandler
345,2016_20151118_DEN,18/11/2015,DEN,0.0,False,Emmanuel Mudiay,Gary Harris,Danilo Gallinari,Kenneth Faried,Nikola Jokic
346,2016_20151118_SAS,18/11/2015,SAS,1.0,True,Tony Parker,Danny Green,Kawhi Leonard,LaMarcus Aldridge,Tim Duncan
347,2016_20151118_TOR,18/11/2015,TOR,0.0,False,Kyle Lowry,DeMar DeRozan,DeMarre Carroll,Luis Scola,Jonas Valanciunas
348,2016_20151118_UTA,18/11/2015,UTA,1.0,True,Trey Burke,Rodney Hood,Gordon Hayward,Derrick Favors,Rudy Gobert
349,2016_20151119_MIL,19/11/2015,MIL,0.0,False,Giannis Antetokounmpo,Khris Middleton,O.J. Mayo,Jabari Parker,Greg Monroe
350,2016_20151119_CLE,19/11/2015,CLE,1.0,True,Matthew Dellavedova,J.R. Smith,LeBron James,Kevin Love,Timofey Mozgov
351,2016_20151119_GSW,19/11/2015,GSW,0.0,True,Stephen Curry,Klay Thompson,Harrison Barnes,Draymond Green,Festus Ezeli
352,2016_20151119_LAC,19/11/2015,LAC,1.0,False,Chris Paul,Jamal Crawford,Paul Pierce,Blake Griffin,DeAndre Jordan
353,2016_20151119_SAC,19/11/2015,SAC,0.0,False,Rajon Rondo,Ben McLemore,Rudy Gay,Omri Casspi,Kosta Koufos
354,2016_20151119_MIA,19/11/2015,MIA,1.0,True,Goran Dragic,Dwyane Wade,Justise Winslow,Chris Bosh,Hassan Whiteside
355,2016_20151120_BRK,20/11/2015,BRK,0.0,False,Shane Larkin,Markel Brown,Rondae Hollis-Jefferson,Thaddeus Young,Brook Lopez
356,2016_20151120_BOS,20/11/2015,BOS,1.0,True,Isaiah Thomas,Evan Turner,Jae Crowder,Amir Johnson,Kelly Olynyk
357,2016_20151120_PHI,20/11/2015,PHI,0.0,False,T.J. McConnell,Nik Stauskas,Robert Covington,Jerami Grant,Jahlil Okafor
358,2016_20151120_CHO,20/11/2015,CHO,1.0,True,Kemba Walker,Jeremy Lamb,Nicolas Batum,Marvin Williams,Al Jefferson
359,2016_20151120_UTA,20/11/2015,UTA,0.0,False,Trey Burke,Rodney Hood,Gordon Hayward,Derrick Favors,Rudy Gobert
360,2016_20151120_DAL,20/11/2015,DAL,1.0,True,Deron Williams,Chandler Parsons,Wesley Matthews,Dirk Nowitzki,Zaza Pachulia
361,2016_20151120_PHO,20/11/2015,PHO,0.0,True,Eric Bledsoe,Brandon Knight,P.J. Tucker,Jon Leuer,Tyson Chandler
362,2016_20151120_DEN,20/11/2015,DEN,1.0,False,Emmanuel Mudiay,Gary Harris,Danilo Gallinari,Kenneth Faried,Nikola Jokic
363,2016_20151120_CHI,20/11/2015,CHI,0.0,False,Kirk Hinrich,Jimmy Butler,Tony Snell,Nikola Mirotic,Pau Gasol
364,2016_20151120_GSW,20/11/2015,GSW,1.0,True,Stephen Curry,Klay Thompson,Harrison Barnes,Draymond Green,Festus Ezeli
365,2016_20151120_TOR,20/11/2015,TOR,0.0,True,Kyle Lowry,DeMar DeRozan,DeMarre Carroll,Patrick Patterson,Jonas Valanciunas
366,2016_20151120_LAL,20/11/2015,LAL,1.0,False,D'Angelo Russell,Jordan Clarkson,Kobe Bryant,Julius Randle,Roy Hibbert
367,2016_20151120_HOU,20/11/2015,HOU,0.0,False,Ty Lawson,James Harden,Trevor Ariza,Terrence Jones,Dwight Howard
368,2016_20151120_MEM,20/11/2015,MEM,1.0,True,Mike Conley,Courtney Lee,Matt Barnes,JaMychal Green,Marc Gasol
369,2016_20151120_DET,20/11/2015,DET,0.0,True,Reggie Jackson,Kentavious Caldwell-Pope,Marcus Morris,Anthony Tolliver,Andre Drummond
370,2016_20151120_MIN,20/11/2015,MIN,1.0,False,Ricky Rubio,Zach LaVine,Andrew Wiggins,Adreian Payne,Karl-Anthony Towns
371,2016_20151120_SAS,20/11/2015,SAS,0.0,False,Tony Parker,Danny Green,Kawhi Leonard,LaMarcus Aldridge,Tim Duncan
372,2016_20151120_NOP,20/11/2015,NOP,1.0,True,Ish Smith,Eric Gordon,Dante Cunningham,Ryan Anderson,Anthony Davis
373,2016_20151120_NYK,20/11/2015,NYK,0.0,True,Jose Calderon,Arron Afflalo,Carmelo Anthony,Kristaps Porzingis,Robin Lopez
374,2016_20151120_OKC,20/11/2015,OKC,1.0,False,Russell Westbrook,Dion Waiters,Kyle Singler,Serge Ibaka,Enes Freedom
375,2016_20151120_LAC,20/11/2015,LAC,0.0,False,Chris Paul,Jamal Crawford,Wesley Johnson,Blake Griffin,DeAndre Jordan
376,2016_20151120_POR,20/11/2015,POR,1.0,True,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Ed Davis,Mason Plumlee
377,2016_20151121_ATL,21/11/2015,ATL,0.0,False,Jeff Teague,Kyle Korver,Thabo Sefolosha,Paul Millsap,Al Horford
378,2016_20151121_CLE,21/11/2015,CLE,1.0,True,Matthew Dellavedova,J.R. Smith,LeBron James,Tristan Thompson,Anderson Varejao
379,2016_20151121_WAS,21/11/2015,WAS,0.0,True,John Wall,Bradley Beal,Otto Porter Jr.,Jared Dudley,Marcin Gortat
380,2016_20151121_DET,21/11/2015,DET,1.0,False,Reggie Jackson,Kentavious Caldwell-Pope,Marcus Morris,Ersan Ilyasova,Andre Drummond
381,2016_20151121_NYK,21/11/2015,NYK,0.0,True,Jose Calderon,Arron Afflalo,Carmelo Anthony,Kristaps Porzingis,Robin Lopez
382,2016_20151121_HOU,21/11/2015,HOU,1.0,False,Ty Lawson,James Harden,Trevor Ariza,Terrence Jones,Clint Capela
