,ID,date,Tm,home,won,PG1,SG1,SF1,PF1,C1,PG2,SG2,SF2,PF2,C2,PG3,SG3,SF3,PF3,C3
8551,2019_20181202_PHO,02/12/2018,PHO,0.0,False,Elie Okobo,Josh Jackson,Trevor Ariza,Ryan Anderson,Deandre Ayton,De'Anthony Melton,Jamal Crawford,Mikal Bridges,Dragan Bender,Richaun Holmes,,Devin Booker,,,
8552,2019_20181202_LAL,02/12/2018,LAL,1.0,True,Lonzo Ball,Kentavious Caldwell-Pope,LeBron James,Kyle Kuzma,JaVale McGee,,Josh Hart,Brandon Ingram,Michael Beasley,Tyson Chandler,,Lance Stephenson,Svi Mykhailiuk,,Moritz Wagner
8553,2019_20181202_UTA,02/12/2018,UTA,0.0,False,Ricky Rubio,Donovan Mitchell,Jae Crowder,Joe Ingles,Rudy Gobert,Raul Neto,Kyle Korver,Royce O'Neale,,Derrick Favors,Dante Exum,,Thabo Sefolosha,,
8554,2019_20181202_MIA,02/12/2018,MIA,1.0,True,,Josh Richardson,Justise Winslow,Kelly Olynyk,Hassan Whiteside,,Wayne Ellington,,James Johnson,Bam Adebayo,,Dwyane Wade,,,
8555,2019_20181202_MEM,02/12/2018,MEM,0.0,False,Mike Conley,Garrett Temple,Kyle Anderson,JaMychal Green,Marc Gasol,Shelvin Mack,MarShon Brooks,Omri Casspi,Jaren Jackson Jr.,,,,,Ivan Rabb,
8556,2019_20181202_PHI,02/12/2018,PHI,1.0,True,Ben Simmons,J.J. Redick,Jimmy Butler,Mike Muscala,Joel Embiid,T.J. McConnell,Landry Shamet,,,Amir Johnson,,Furkan Korkmaz,,,
8557,2019_20181202_POR,02/12/2018,POR,0.0,False,Damian Lillard,CJ McCollum,Maurice Harkless,Al-Farouq Aminu,Jusuf Nurkic,,Nik Stauskas,,,Meyers Leonard,,Seth Curry,,,Zach Collins
8558,2019_20181202_SAS,02/12/2018,SAS,1.0,True,Derrick White,DeMar DeRozan,Quincy Pondexter,Rudy Gay,LaMarcus Aldridge,Patty Mills,Bryn Forbes,,Davis Bertans,Jakob Poeltl,,,,Dante Cunningham,
8559,2019_20181203_GSW,03/12/2018,GSW,0.0,True,Stephen Curry,Klay Thompson,Kevin Durant,Jonas Jerebko,Kevon Looney,Shaun Livingston,Damion Lee,Andre Iguodala,Marcus Derrickson,Jordan Bell,Quinn Cook,Jacob Evans,,,
8560,2019_20181203_ATL,03/12/2018,ATL,1.0,False,Trae Young,Kevin Huerter,Taurean Prince,John Collins,Dewayne Dedmon,Jeremy Lin,DeAndre' Bembry,Justin Anderson,Vince Carter,Miles Plumlee,,Kent Bazemore,,Omari Spellman,Alex Len
8561,2019_20181203_CLE,03/12/2018,CLE,0.0,True,George Hill,Rodney Hood,Cedi Osman,,Tristan Thompson,Collin Sexton,Alec Burks,Jalen Jones,,Larry Nance Jr.,,Jordan Clarkson,,,
8562,2019_20181203_BRK,03/12/2018,BRK,1.0,False,D'Angelo Russell,Allen Crabbe,Rondae Hollis-Jefferson,DeMarre Carroll,Jarrett Allen,Spencer Dinwiddie,,Rodions Kurucs,Jared Dudley,Ed Davis,Shabazz Napier,,,,
8563,2019_20181203_OKC,03/12/2018,OKC,0.0,True,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams,Dennis Schroder,alex Abrines,Abdel Nader,Patrick Patterson,Nerlens Noel,Raymond Felton,Deonte Burton,,,
8564,2019_20181203_DET,03/12/2018,DET,1.0,False,Reggie Jackson,Langston Galloway,Glenn Robinson III,Blake Griffin,Andre Drummond,Ish Smith,Bruce Brown,Stanley Johnson,Jon Leuer,Zaza Pachulia,Jose Calderon,Luke Kennard,,,
8565,2019_20181203_HOU,03/12/2018,HOU,0.0,False,James Harden,Eric Gordon,James Ennis III,P.J. Tucker,Clint Capela,Chris Paul,Gerald Green,Danuel House Jr.,,Nene,,,,,
8566,2019_20181203_MIN,03/12/2018,MIN,1.0,True,Jeff Teague,,Robert Covington,Taj Gibson,Karl-Anthony Towns,Derrick Rose,,Andrew Wiggins,Dario Saric,Gorgui Dieng,Tyus Jones,,,,
8567,2019_20181203_LAC,03/12/2018,LAC,0.0,True,Shai Gilgeous-Alexander,Avery Bradley,Danilo Gallinari,Tobias Harris,Montrezl Harrell,Patrick Beverley,Lou Williams,,Mike Scott,Marcin Gortat,Tyrone Wallace,Sindarius Thornwell,,,
8568,2019_20181203_NOP,03/12/2018,NOP,1.0,False,Tim Frazier,Jrue Holiday,Solomon Hill,Julius Randle,Anthony Davis,,E'Twaun Moore,Darius Miller,,,,,Wesley Johnson,,
8569,2019_20181203_WAS,03/12/2018,WAS,0.0,True,John Wall,Bradley Beal,Otto Porter Jr.,Markieff Morris,Thomas Bryant,Tomas Satoransky,Austin Rivers,Kelly Oubre Jr.,Jeff Green,Ian Mahinmi,,,,,
8570,2019_20181203_NYK,03/12/2018,NYK,1.0,False,Emmanuel Mudiay,Tim Hardaway Jr.,Mario Hezonja,Noah Vonleh,Enes Freedom,,Damyean Dotson,,Kevin Knox,Mitchell Robinson,,Courtney Lee,,,
8571,2019_20181203_DEN,03/12/2018,DEN,0.0,True,Jamal Murray,Malik Beasley,Torrey Craig,Paul Millsap,Nikola Jokic,Monte Morris,Gary Harris,,Juancho Hernangomez,Mason Plumlee,,,,Trey Lyles,
8572,2019_20181203_TOR,03/12/2018,TOR,1.0,False,Kyle Lowry,Danny Green,Kawhi Leonard,Pascal Siakam,Serge Ibaka,Fred VanVleet,,C.J. Miles,,Jonas Valanciunas,Delon Wright,,OG Anunoby,,
8573,2019_20181204_POR,04/12/2018,POR,0.0,False,Damian Lillard,CJ McCollum,Maurice Harkless,Al-Farouq Aminu,Jusuf Nurkic,Evan Turner,Nik Stauskas,,,Zach Collins,,Seth Curry,,,Meyers Leonard
8574,2019_20181204_DAL,04/12/2018,DAL,1.0,True,Dennis Smith Jr.,Luka Doncic,Wesley Matthews,Harrison Barnes,DeAndre Jordan,J.J. Barea,,Dorian Finney-Smith,Maxi Kleber,Dwight Powell,Devin Harris,,,,
8575,2019_20181204_CHI,04/12/2018,CHI,0.0,False,Ryan Arcidiacono,Justin Holiday,Chandler Hutchison,Lauri Markkanen,Wendell Carter Jr.,Cameron Payne,Zach LaVine,,Jabari Parker,,,Shaquille Harrison,,,
8576,2019_20181204_IND,04/12/2018,IND,1.0,True,Darren Collison,Tyreke Evans,Bojan Bogdanovic,Thaddeus Young,Myles Turner,Cory Joseph,,Doug McDermott,,Domantas Sabonis,Aaron Holiday,,,,
8577,2019_20181204_ORL,04/12/2018,ORL,0.0,True,D.J. Augustin,Terrence Ross,,Aaron Gordon,Nikola Vucevic,Jerian Grant,Evan Fournier,,Jonathan Isaac,Mo Bamba,,Jonathon Simmons,,,
8578,2019_20181204_MIA,04/12/2018,MIA,1.0,False,Tyler Johnson,Josh Richardson,Justise Winslow,Kelly Olynyk,Hassan Whiteside,,Rodney McGruder,,James Johnson,Bam Adebayo,,Dwyane Wade,,,
8579,2019_20181204_SAC,04/12/2018,SAC,0.0,True,De'Aaron Fox,Iman Shumpert,Troy Williams,Nemanja Bjelica,Kosta Koufos,Frank Mason III,Bogdan Bogdanovic,Justin Jackson,Harry Giles,Willie Cauley-Stein,Yogi Ferrell,Buddy Hield,,,
8580,2019_20181204_PHO,04/12/2018,PHO,1.0,False,Elie Okobo,Josh Jackson,Mikal Bridges,Dragan Bender,Richaun Holmes,De'Anthony Melton,Jamal Crawford,Trevor Ariza,Ryan Anderson,Deandre Ayton,,Troy Daniels,,,
8581,2019_20181204_SAS,04/12/2018,SAS,0.0,False,Derrick White,DeMar DeRozan,Quincy Pondexter,Davis Bertans,LaMarcus Aldridge,Patty Mills,Marco Belinelli,,Dante Cunningham,Jakob Poeltl,,Bryn Forbes,,Rudy Gay,
8582,2019_20181204_UTA,04/12/2018,UTA,1.0,True,Ricky Rubio,Donovan Mitchell,Jae Crowder,Joe Ingles,Rudy Gobert,Raul Neto,Kyle Korver,Royce O'Neale,Georges Niang,Derrick Favors,Dante Exum,,Thabo Sefolosha,,Ekpe Udoh
8583,2019_20181205_WAS,05/12/2018,WAS,0.0,True,Tomas Satoransky,Bradley Beal,Otto Porter Jr.,Markieff Morris,Thomas Bryant,,Austin Rivers,Kelly Oubre Jr.,Okaro White,Jason Smith,,,Troy Brown Jr.,,
8584,2019_20181205_ATL,05/12/2018,ATL,1.0,False,Trae Young,Kent Bazemore,Justin Anderson,John Collins,Dewayne Dedmon,Jeremy Lin,Kevin Huerter,,Vince Carter,Alex Len,,DeAndre' Bembry,,,Miles Plumlee
8585,2019_20181205_OKC,05/12/2018,OKC,0.0,True,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams,Dennis Schroder,alex Abrines,,Patrick Patterson,Nerlens Noel,,Hamidou Diallo,,,
8586,2019_20181205_BRK,05/12/2018,BRK,1.0,False,Spencer Dinwiddie,Allen Crabbe,Rondae Hollis-Jefferson,Jared Dudley,Jarrett Allen,D'Angelo Russell,Joe Harris,,DeMarre Carroll,Ed Davis,Shabazz Napier,,,,
8587,2019_20181205_GSW,05/12/2018,GSW,0.0,True,Stephen Curry,Klay Thompson,Kevin Durant,Jonas Jerebko,Kevon Looney,Shaun Livingston,Jacob Evans,Andre Iguodala,Marcus Derrickson,Jordan Bell,Quinn Cook,,Alfonzo McKinnie,,
8588,2019_20181205_CLE,05/12/2018,CLE,1.0,False,Collin Sexton,Rodney Hood,Cedi Osman,,Tristan Thompson,George Hill,Jordan Clarkson,Jalen Jones,,Larry Nance Jr.,,Alec Burks,Jaron Blossomgame,,Channing Frye
8589,2019_20181205_SAS,05/12/2018,SAS,0.0,False,Patty Mills,DeMar DeRozan,,Rudy Gay,LaMarcus Aldridge,Derrick White,Bryn Forbes,,Dante Cunningham,Jakob Poeltl,,Marco Belinelli,,Davis Bertans,
8590,2019_20181205_LAL,05/12/2018,LAL,1.0,True,Lonzo Ball,Kentavious Caldwell-Pope,LeBron James,Kyle Kuzma,Tyson Chandler,,Josh Hart,Svi Mykhailiuk,Michael Beasley,JaVale McGee,,Lance Stephenson,Brandon Ingram,,
8591,2019_20181205_LAC,05/12/2018,LAC,0.0,False,Shai Gilgeous-Alexander,Avery Bradley,Danilo Gallinari,Tobias Harris,Montrezl Harrell,Patrick Beverley,Lou Williams,,Mike Scott,Marcin Gortat,Tyrone Wallace,,,,Boban Marjanovic
8592,2019_20181205_MEM,05/12/2018,MEM,1.0,True,Mike Conley,Garrett Temple,Kyle Anderson,JaMychal Green,Marc Gasol,Shelvin Mack,MarShon Brooks,Omri Casspi,Jaren Jackson Jr.,Joakim Noah,,,,,
8593,2019_20181205_DET,05/12/2018,DET,0.0,False,Reggie Jackson,Bruce Brown,Stanley Johnson,Blake Griffin,Andre Drummond,Ish Smith,Langston Galloway,Glenn Robinson III,Jon Leuer,Zaza Pachulia,Jose Calderon,Khyri Thomas,,,
8594,2019_20181205_MIL,05/12/2018,MIL,1.0,True,Eric Bledsoe,Malcolm Brogdon,Tony Snell,Giannis Antetokounmpo,Brook Lopez,Matthew Dellavedova,Sterling Brown,,Christian Wood,Thon Maker,,Pat Connaughton,,D.J. Wilson,
8595,2019_20181205_CHO,05/12/2018,CHO,0.0,False,Kemba Walker,Jeremy Lamb,Nicolas Batum,Michael Kidd-Gilchrist,Cody Zeller,Tony Parker,Malik Monk,Miles Bridges,,Frank Kaminsky,Devonte' Graham,Dwayne Bacon,,,Bismack Biyombo
8596,2019_20181205_MIN,05/12/2018,MIN,1.0,True,Jeff Teague,Josh Okogie,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Derrick Rose,,Robert Covington,Dario Saric,Gorgui Dieng,Tyus Jones,,James Nunnally,Anthony Tolliver,
8597,2019_20181205_DAL,05/12/2018,DAL,0.0,False,Jalen Brunson,Luka Doncic,Dorian Finney-Smith,Maxi Kleber,DeAndre Jordan,J.J. Barea,Ryan Broekhoff,Wesley Matthews,Harrison Barnes,Dwight Powell,Devin Harris,,,,
8598,2019_20181205_NOP,05/12/2018,NOP,1.0,True,Tim Frazier,Jrue Holiday,Darius Miller,Julius Randle,Anthony Davis,Andrew Harrison,E'Twaun Moore,Solomon Hill,Cheick Diallo,Jahlil Okafor,,Ian Clark,Wesley Johnson,,
8599,2019_20181205_DEN,05/12/2018,DEN,0.0,True,Jamal Murray,Malik Beasley,Torrey Craig,Juancho Hernangomez,Nikola Jokic,Monte Morris,,,Paul Millsap,Mason Plumlee,,,,Trey Lyles,
8600,2019_20181205_ORL,05/12/2018,ORL,1.0,False,D.J. Augustin,Evan Fournier,,Aaron Gordon,Nikola Vucevic,Jerian Grant,Terrence Ross,,Jonathan Isaac,Mo Bamba,,Jonathon Simmons,,,
8601,2019_20181205_PHI,05/12/2018,PHI,0.0,False,Ben Simmons,J.J. Redick,Jimmy Butler,Wilson Chandler,Joel Embiid,T.J. McConnell,Landry Shamet,,Mike Muscala,,,Furkan Korkmaz,,,
8602,2019_20181205_TOR,05/12/2018,TOR,1.0,True,Kyle Lowry,Danny Green,Kawhi Leonard,Pascal Siakam,Serge Ibaka,Fred VanVleet,,OG Anunoby,,Jonas Valanciunas,Delon Wright,,C.J. Miles,,Greg Monroe
8603,2019_20181206_NYK,06/12/2018,NYK,0.0,False,Emmanuel Mudiay,Tim Hardaway Jr.,Mario Hezonja,Noah Vonleh,Enes Freedom,,Damyean Dotson,,Kevin Knox,Mitchell Robinson,,Allonzo Trier,,,Luke Kornet
8604,2019_20181206_BOS,06/12/2018,BOS,1.0,True,Kyrie Irving,Jaylen Brown,Jayson Tatum,Marcus Morris,Al Horford,Terry Rozier,Marcus Smart,,Gordon Hayward,Daniel Theis,Brad Wanamaker,,,Semi Ojeleye,Aron Baynes
8605,2019_20181206_PHO,06/12/2018,PHO,0.0,False,Elie Okobo,Josh Jackson,Mikal Bridges,Dragan Bender,Deandre Ayton,De'Anthony Melton,Troy Daniels,Trevor Ariza,,Richaun Holmes,,Jamal Crawford,,,
8606,2019_20181206_POR,06/12/2018,POR,1.0,True,Damian Lillard,Nik Stauskas,Jake Layman,Al-Farouq Aminu,Zach Collins,Evan Turner,Seth Curry,Maurice Harkless,Caleb Swanigan,Jusuf Nurkic,Wade Baldwin,Gary Trent Jr.,,,Meyers Leonard
8607,2019_20181206_HOU,06/12/2018,HOU,0.0,False,James Harden,Gerald Green,James Ennis III,P.J. Tucker,Clint Capela,Chris Paul,Eric Gordon,Danuel House Jr.,Gary Clark,Nene,Michael Carter-Williams,,,,
8608,2019_20181206_UTA,06/12/2018,UTA,1.0,True,Ricky Rubio,Donovan Mitchell,Jae Crowder,Joe Ingles,Derrick Favors,Dante Exum,Kyle Korver,Royce O'Neale,,Ekpe Udoh,Raul Neto,Grayson Allen,Thabo Sefolosha,,Rudy Gobert
8609,2019_20181207_TOR,07/12/2018,TOR,0.0,False,Kyle Lowry,Danny Green,Kawhi Leonard,Pascal Siakam,Jonas Valanciunas,Fred VanVleet,,OG Anunoby,,Serge Ibaka,Delon Wright,,C.J. Miles,,
8610,2019_20181207_BRK,07/12/2018,BRK,1.0,True,D'Angelo Russell,Joe Harris,Rondae Hollis-Jefferson,DeMarre Carroll,Jarrett Allen,Spencer Dinwiddie,Allen Crabbe,Rodions Kurucs,Jared Dudley,Ed Davis,,,,,
8611,2019_20181207_OKC,07/12/2018,OKC,0.0,False,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams,Dennis Schroder,alex Abrines,,Patrick Patterson,Nerlens Noel,,Hamidou Diallo,,,
8612,2019_20181207_CHI,07/12/2018,CHI,1.0,True,Ryan Arcidiacono,Justin Holiday,Chandler Hutchison,Lauri Markkanen,Robin Lopez,Cameron Payne,Zach LaVine,,Jabari Parker,Wendell Carter Jr.,,Shaquille Harrison,,,
8613,2019_20181207_DEN,07/12/2018,DEN,0.0,False,Jamal Murray,Malik Beasley,Torrey Craig,Juancho Hernangomez,Nikola Jokic,Monte Morris,,,Paul Millsap,Mason Plumlee,,,,Trey Lyles,
8614,2019_20181207_CHO,07/12/2018,CHO,1.0,True,Kemba Walker,Malik Monk,Nicolas Batum,Marvin Williams,Cody Zeller,Tony Parker,Jeremy Lamb,Miles Bridges,Michael Kidd-Gilchrist,Frank Kaminsky,,,,,
8615,2019_20181207_SAC,07/12/2018,SAC,0.0,True,De'Aaron Fox,Buddy Hield,Justin Jackson,Nemanja Bjelica,Willie Cauley-Stein,Frank Mason III,Iman Shumpert,Troy Williams,Marvin Bagley III,Kosta Koufos,Yogi Ferrell,Bogdan Bogdanovic,,,
8616,2019_20181207_CLE,07/12/2018,CLE,1.0,False,Collin Sexton,Alec Burks,Cedi Osman,,Larry Nance Jr.,,Jordan Clarkson,Jaron Blossomgame,,Tristan Thompson,,Rodney Hood,Jalen Jones,,Ante Zizic
8617,2019_20181207_PHI,07/12/2018,PHI,0.0,True,Ben Simmons,J.J. Redick,Jimmy Butler,Wilson Chandler,Amir Johnson,T.J. McConnell,Landry Shamet,,Mike Muscala,,,Furkan Korkmaz,,Jonah Bolden,
8618,2019_20181207_DET,07/12/2018,DET,1.0,False,Reggie Jackson,Bruce Brown,Glenn Robinson III,Blake Griffin,Andre Drummond,Jose Calderon,Langston Galloway,,Jon Leuer,Zaza Pachulia,,Luke Kennard,,,
8619,2019_20181207_GSW,07/12/2018,GSW,0.0,True,Stephen Curry,Klay Thompson,Kevin Durant,Jonas Jerebko,Kevon Looney,Shaun Livingston,,Andre Iguodala,,Jordan Bell,Quinn Cook,,Alfonzo McKinnie,,
8620,2019_20181207_MIL,07/12/2018,MIL,1.0,False,Eric Bledsoe,Malcolm Brogdon,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,,Pat Connaughton,Tony Snell,Ersan Ilyasova,Thon Maker,,Sterling Brown,,,
8621,2019_20181207_MEM,07/12/2018,MEM,0.0,True,Mike Conley,Garrett Temple,Kyle Anderson,JaMychal Green,Marc Gasol,Shelvin Mack,MarShon Brooks,Omri Casspi,Jaren Jackson Jr.,Joakim Noah,,,,,
8622,2019_20181207_NOP,07/12/2018,NOP,1.0,False,Tim Frazier,Jrue Holiday,Solomon Hill,Julius Randle,Anthony Davis,,E'Twaun Moore,Darius Miller,Nikola Mirotic,,,,,Cheick Diallo,
8623,2019_20181207_IND,07/12/2018,IND,0.0,True,Darren Collison,Tyreke Evans,Bojan Bogdanovic,Thaddeus Young,Kyle O'Quinn,Cory Joseph,,Doug McDermott,T.J. Leaf,Myles Turner,Aaron Holiday,,,Alize Johnson,
8624,2019_20181207_ORL,07/12/2018,ORL,1.0,False,Jerian Grant,Evan Fournier,Wes Iwundu,Aaron Gordon,Nikola Vucevic,D.J. Augustin,Terrence Ross,,Jonathan Isaac,Mo Bamba,Isaiah Briscoe,Jonathon Simmons,,Jarell Martin,Khem Birch
8625,2019_20181207_MIA,07/12/2018,MIA,0.0,True,Tyler Johnson,Josh Richardson,Justise Winslow,Kelly Olynyk,Bam Adebayo,Goran Dragic,Rodney McGruder,Derrick Jones Jr.,James Johnson,,,Dwyane Wade,,,
8626,2019_20181207_PHO,07/12/2018,PHO,1.0,False,De'Anthony Melton,Troy Daniels,Mikal Bridges,,Deandre Ayton,Elie Okobo,Josh Jackson,Trevor Ariza,,Richaun Holmes,,Jamal Crawford,,,
8627,2019_20181207_LAL,07/12/2018,LAL,0.0,False,Lonzo Ball,Josh Hart,LeBron James,Kyle Kuzma,JaVale McGee,Isaac Bonga,Kentavious Caldwell-Pope,Svi Mykhailiuk,Michael Beasley,Tyson Chandler,,Lance Stephenson,,,
8628,2019_20181207_SAS,07/12/2018,SAS,1.0,True,Patty Mills,DeMar DeRozan,Quincy Pondexter,Dante Cunningham,Jakob Poeltl,Derrick White,Marco Belinelli,,Rudy Gay,LaMarcus Aldridge,,Bryn Forbes,,Davis Bertans,
8629,2019_20181208_DEN,08/12/2018,DEN,0.0,False,Monte Morris,Malik Beasley,Torrey Craig,Juancho Hernangomez,Nikola Jokic,Jamal Murray,,,Trey Lyles,Mason Plumlee,,,,,
8630,2019_20181208_ATL,08/12/2018,ATL,1.0,True,Trae Young,Kevin Huerter,Justin Anderson,John Collins,Dewayne Dedmon,Jaylen Adams,Kent Bazemore,,Vince Carter,Alex Len,,DeAndre' Bembry,,,
8631,2019_20181208_BOS,08/12/2018,BOS,0.0,True,Terry Rozier,Jaylen Brown,Jayson Tatum,Gordon Hayward,Daniel Theis,Kyrie Irving,Marcus Smart,,Marcus Morris,,Brad Wanamaker,,,Guerschon Yabusele,
8632,2019_20181208_CHI,08/12/2018,CHI,1.0,False,Cameron Payne,Shaquille Harrison,Chandler Hutchison,Jabari Parker,Cristiano Felicio,Ryan Arcidiacono,Justin Holiday,,Lauri Markkanen,Wendell Carter Jr.,,Zach LaVine,,,Robin Lopez
8633,2019_20181208_WAS,08/12/2018,WAS,0.0,False,Tomas Satoransky,Bradley Beal,Otto Porter Jr.,Markieff Morris,Ian Mahinmi,John Wall,Austin Rivers,Kelly Oubre Jr.,Jeff Green,Thomas Bryant,,,,,
8634,2019_20181208_CLE,08/12/2018,CLE,1.0,True,Collin Sexton,Alec Burks,Cedi Osman,,Tristan Thompson,,Jordan Clarkson,Jaron Blossomgame,,Larry Nance Jr.,,,Jalen Jones,,
8635,2019_20181208_HOU,08/12/2018,HOU,0.0,False,Chris Paul,Eric Gordon,James Ennis III,P.J. Tucker,Clint Capela,James Harden,Gerald Green,Danuel House Jr.,,Nene,,,,,
8636,2019_20181208_DAL,08/12/2018,DAL,1.0,True,Jalen Brunson,Luka Doncic,Wesley Matthews,Harrison Barnes,DeAndre Jordan,J.J. Barea,,Dorian Finney-Smith,,Dwight Powell,Devin Harris,,,,
8637,2019_20181208_SAC,08/12/2018,SAC,0.0,False,De'Aaron Fox,Bogdan Bogdanovic,Justin Jackson,Nemanja Bjelica,Willie Cauley-Stein,Frank Mason III,Buddy Hield,Troy Williams,Marvin Bagley III,Kosta Koufos,Yogi Ferrell,Ben McLemore,,Harry Giles,
8638,2019_20181208_IND,08/12/2018,IND,1.0,True,Darren Collison,Tyreke Evans,Bojan Bogdanovic,Thaddeus Young,Myles Turner,Cory Joseph,,Doug McDermott,T.J. Leaf,Domantas Sabonis,Aaron Holiday,,,,
8639,2019_20181208_MIA,08/12/2018,MIA,0.0,True,Tyler Johnson,Rodney McGruder,Justise Winslow,Kelly Olynyk,Bam Adebayo,,Dwyane Wade,Derrick Jones Jr.,James Johnson,Udonis Haslem,,,,,
8640,2019_20181208_LAC,08/12/2018,LAC,1.0,False,Patrick Beverley,Avery Bradley,Danilo Gallinari,Tobias Harris,Montrezl Harrell,Shai Gilgeous-Alexander,Lou Williams,,Mike Scott,Boban Marjanovic,Tyrone Wallace,Sindarius Thornwell,,,
8641,2019_20181208_LAL,08/12/2018,LAL,0.0,True,Lonzo Ball,Josh Hart,LeBron James,Kyle Kuzma,Tyson Chandler,Isaac Bonga,Kentavious Caldwell-Pope,Svi Mykhailiuk,,JaVale McGee,,Lance Stephenson,,,Moritz Wagner
8642,2019_20181208_MEM,08/12/2018,MEM,1.0,False,Mike Conley,Wayne Selden,Kyle Anderson,Jaren Jackson Jr.,Marc Gasol,Shelvin Mack,Garrett Temple,Omri Casspi,JaMychal Green,Joakim Noah,,MarShon Brooks,,,
8643,2019_20181208_BRK,08/12/2018,BRK,0.0,True,D'Angelo Russell,Allen Crabbe,Rondae Hollis-Jefferson,DeMarre Carroll,Jarrett Allen,Spencer Dinwiddie,Joe Harris,Rodions Kurucs,Jared Dudley,Ed Davis,,,,,
8644,2019_20181208_NYK,08/12/2018,NYK,1.0,False,Emmanuel Mudiay,Damyean Dotson,Mario Hezonja,Noah Vonleh,Enes Freedom,Frank Ntilikina,Allonzo Trier,,Kevin Knox,Mitchell Robinson,,Tim Hardaway Jr.,,,
8645,2019_20181208_MIN,08/12/2018,MIN,0.0,False,Derrick Rose,Josh Okogie,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jeff Teague,,,Dario Saric,Gorgui Dieng,Tyus Jones,,,,
8646,2019_20181208_POR,08/12/2018,POR,1.0,True,Damian Lillard,CJ McCollum,Maurice Harkless,Al-Farouq Aminu,Jusuf Nurkic,Evan Turner,Nik Stauskas,Jake Layman,,Zach Collins,,,,,Meyers Leonard
8647,2019_20181209_NOP,09/12/2018,NOP,0.0,True,Tim Frazier,Jrue Holiday,Solomon Hill,Julius Randle,Anthony Davis,,E'Twaun Moore,Darius Miller,Nikola Mirotic,,,,,Cheick Diallo,
8648,2019_20181209_DET,09/12/2018,DET,1.0,False,Reggie Jackson,Langston Galloway,Glenn Robinson III,Blake Griffin,Andre Drummond,Jose Calderon,Luke Kennard,,Jon Leuer,Zaza Pachulia,,Bruce Brown,,,
8649,2019_20181209_CHO,09/12/2018,CHO,0.0,True,Kemba Walker,Jeremy Lamb,Nicolas Batum,Marvin Williams,Cody Zeller,Tony Parker,Malik Monk,Miles Bridges,Michael Kidd-Gilchrist,Frank Kaminsky,Devonte' Graham,,,,Willy Hernangomez
8650,2019_20181209_NYK,09/12/2018,NYK,1.0,False,Frank Ntilikina,Tim Hardaway Jr.,Mario Hezonja,Kevin Knox,Mitchell Robinson,Emmanuel Mudiay,Damyean Dotson,,Noah Vonleh,Enes Freedom,,Courtney Lee,,,
8651,2019_20181209_UTA,09/12/2018,UTA,0.0,False,Ricky Rubio,Donovan Mitchell,Royce O'Neale,Joe Ingles,Rudy Gobert,Raul Neto,Kyle Korver,Jae Crowder,,Derrick Favors,Dante Exum,Grayson Allen,Thabo Sefolosha,,Ekpe Udoh
8652,2019_20181209_SAS,09/12/2018,SAS,1.0,True,Derrick White,DeMar DeRozan,Quincy Pondexter,Rudy Gay,LaMarcus Aldridge,Patty Mills,Bryn Forbes,,Chimezie Metu,Jakob Poeltl,,Marco Belinelli,,Drew Eubanks,
8653,2019_20181209_MIL,09/12/2018,MIL,0.0,True,Eric Bledsoe,Malcolm Brogdon,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,,Sterling Brown,Tony Snell,Ersan Ilyasova,Thon Maker,,Pat Connaughton,,,
8654,2019_20181209_TOR,09/12/2018,TOR,1.0,False,Kyle Lowry,Danny Green,Kawhi Leonard,Pascal Siakam,Serge Ibaka,Fred VanVleet,,C.J. Miles,,Jonas Valanciunas,Delon Wright,,OG Anunoby,,
8655,2019_20181210_NOP,10/12/2018,NOP,0.0,False,Tim Frazier,Jrue Holiday,Darius Miller,Julius Randle,Anthony Davis,Andrew Harrison,Ian Clark,Solomon Hill,Cheick Diallo,Jahlil Okafor,,,Kenrich Williams,Nikola Mirotic,
8656,2019_20181210_BOS,10/12/2018,BOS,1.0,True,Terry Rozier,Marcus Smart,Jayson Tatum,Marcus Morris,Robert Williams,Brad Wanamaker,Jaylen Brown,,Semi Ojeleye,Daniel Theis,,PJ Dozier,,,
8657,2019_20181210_SAC,10/12/2018,SAC,0.0,True,De'Aaron Fox,Iman Shumpert,Justin Jackson,Marvin Bagley III,Willie Cauley-Stein,Frank Mason III,Buddy Hield,,Nemanja Bjelica,Kosta Koufos,,Bogdan Bogdanovic,,Harry Giles,
8658,2019_20181210_CHI,10/12/2018,CHI,1.0,False,Ryan Arcidiacono,Justin Holiday,Chandler Hutchison,Lauri Markkanen,Wendell Carter Jr.,Kris Dunn,Zach LaVine,,Bobby Portis,Robin Lopez,Cameron Payne,Shaquille Harrison,,Jabari Parker,Cristiano Felicio
8659,2019_20181210_ORL,10/12/2018,ORL,0.0,False,D.J. Augustin,Terrence Ross,Wes Iwundu,Aaron Gordon,Nikola Vucevic,Jerian Grant,Jonathon Simmons,,Jonathan Isaac,Khem Birch,Isaiah Briscoe,Melvin Frazier,,Jarell Martin,
